,Brand,CPU Mark,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,OS,Weight,Price,CPU Brand,GPU Brand
5143,msi,28003.0,34635.0,16.0,1900,1200,16.0,1024.0,Windows 11,2.63,2124.99,intel,geforce
5144,asus,23656.0,17089.0,16.0,1920,1200,16.0,1024.0,Windows 11,2.5,1991.0,amd,geforce
5145,hp,27476.0,22064.0,16.0,1920,1200,32.0,1024.0,Windows 10,1.77,2926.95,intel,nvidia
5146,lenovo,14611.0,240.0,14.0,1920,1080,8.0,256.0,Windows 10,1.39,886.54,amd,radeon
5147,dell,23728.0,17089.0,17.0,3840,2160,16.0,1000.0,Windows 10,3.64,2430.16,intel,geforce
5148,msi,26423.0,17089.0,15.6,1920,1080,64.0,2048.0,Windows 11,2.22,1539.99,intel,geforce
5149,hp,17229.0,2690.0,15.6,1920,1080,32.0,2048.0,Windows 11,1.45,939.99,intel,intel
5150,asus,23276.0,22459.0,15.6,1920,1080,16.0,2048.0,Windows 11,2.0,1357.79,intel,geforce
5151,acer,24268.0,7320.0,17.3,1920,1080,16.0,1024.0,Windows 11,3.09,1118.9,amd,geforce
5152,dell,28003.0,2690.0,16.0,2560,1600,32.0,1024.0,Windows 11,2.93,1439.0,intel,intel
5153,dell,9891.0,926.0,15.6,1920,1080,16.0,256.0,Windows 11,1.74,506.69,intel,intel
5154,hp,9891.0,926.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.77,636.79,intel,intel
5155,dell,12802.0,12961.0,15.6,1920,1080,64.0,2000.0,Windows 10,3.64,1252.89,intel,geforce
5156,lenovo,23062.0,926.0,14.0,1920,1080,8.0,256.0,Windows 10,1.59,559.0,intel,intel
5157,lg,19333.0,1971.0,14.0,1920,1200,16.0,1024.0,Windows 10,1.0,1549.0,intel,intel
5158,hp,7773.0,1792.0,17.3,1920,1080,32.0,32.0,Windows 11,1.11,736.0,amd,radeon
5159,asus,28003.0,19560.0,16.0,1920,1200,16.0,512.0,Windows 10,1.93,929.0,intel,geforce
5160,acer,9978.0,1476.0,14.0,1920,1200,8.0,128.0,Windows 11,1.55,412.82,intel,intel
5161,hp,4748.0,1124.0,14.0,1366,768,4.0,128.0,Windows 10,1.4,369.99,amd,radeon
5162,apple,14191.0,1506.0,13.3,2560,1600,16.0,1024.0,MacOS,1.3,1599.0,apple,intel
5163,dell,27933.0,2690.0,15.6,1920,1080,16.0,256.0,Windows 11,1.81,839.99,intel,intel
5164,hp,2595.0,1476.0,15.6,1366,768,16.0,1024.0,Windows 10,1.77,526.0,intel,intel
5165,apple,35380.0,13357.0,14.2,3024,1964,48.0,1024.0,MacOS,1.6,3699.0,apple,intel
5166,acer,9475.0,37.0,15.6,1920,1080,8.0,512.0,Windows 10,2.02,684.99,amd,radeon
5167,lenovo,15348.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.43,1708.99,intel,intel
5168,dell,13775.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.77,673.0,intel,intel
5169,hp,9891.0,926.0,17.3,1920,1080,16.0,512.0,Windows 10,2.68,688.79,intel,intel
5170,hp,10346.0,2690.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.2,849.99,intel,intel
5171,hp,9891.0,2690.0,14.0,1920,1080,8.0,512.0,Windows 10,1.77,699.79,intel,intel
5172,dell,23276.0,14124.0,15.6,1920,1080,8.0,256.0,Windows 10,2.36,5087.88,intel,geforce
5173,lenovo,6978.0,1792.0,14.0,1920,1080,20.0,512.0,Windows 10,1.77,779.99,amd,radeon
5174,lenovo,34115.0,926.0,16.0,1920,1080,32.0,1024.0,Windows 11,2.53,2179.05,intel,intel
5175,dell,10552.0,2690.0,14.0,1920,1080,32.0,2048.0,Windows 11,1.75,1149.0,intel,intel
5176,microsoft,12961.0,10181.0,14.4,2400,1600,32.0,2048.0,Windows 10,1.77,3143.99,intel,geforce
5177,lenovo,20450.0,926.0,14.0,1920,1080,256.0,256.0,Windows 10,1.64,1299.99,intel,intel
5178,hp,6132.0,1476.0,15.6,1920,1080,20.0,1024.0,Windows 10,2.02,549.79,intel,intel
5179,hp,18753.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.3,717.99,intel,geforce
5180,lenovo,9891.0,2690.0,14.0,1920,1080,8.0,256.0,Windows 10,1.58,1099.99,intel,intel
5181,hp,9891.0,926.0,17.3,1920,1080,32.0,1024.0,Windows 11,2.22,878.79,intel,intel
5182,lenovo,6978.0,1792.0,14.0,1920,1080,20.0,2048.0,Windows 10,1.77,949.99,amd,radeon
5183,hp,27933.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.33,1833.43,intel,intel
5184,dell,13775.0,926.0,14.0,1920,1200,16.0,2048.0,Windows 11,1.77,949.0,intel,intel
5185,dell,34306.0,38874.0,16.0,1920,1200,32.0,2000.0,Windows 11,3.64,3562.55,intel,geforce
5186,apple,35380.0,13357.0,14.2,3024,1964,48.0,8192.0,MacOS,1.6,5899.0,apple,intel
5187,apple,23805.0,3013.0,14.2,3024,1964,36.0,1024.0,MacOS,1.6,2599.0,apple,intel
5188,dell,32140.0,7320.0,15.6,1920,1080,24.0,2048.0,Windows 11,1.78,1439.0,intel,geforce
5189,lg,19333.0,1971.0,14.0,1920,1200,32.0,1024.0,Windows 10,1.0,1299.0,intel,intel
5190,hp,2527.0,324.0,14.0,1920,1080,4.0,64.0,Windows 10,1.47,309.99,intel,intel
5191,dell,17441.0,1476.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.7,649.0,intel,intel
5192,hp,19333.0,2690.0,15.6,1920,1080,24.0,1024.0,Windows 11,2.3,1149.0,intel,intel
5193,asus,29690.0,1818.0,16.0,1920,1200,16.0,1024.0,Windows 11,1.72,999.99,intel,intel
5194,apple,18877.0,2152.0,14.2,3024,1964,24.0,1024.0,MacOS,1.5,2199.0,apple,intel
5195,hp,5641.0,324.0,11.6,1366,768,4.0,64.0,Windows 10,1.47,447.5,intel,intel
5196,dell,15287.0,926.0,15.6,1920,1080,16.0,512.0,Windows 11,2.48,869.99,intel,intel
5197,lenovo,10346.0,1476.0,17.3,1600,900,20.0,1024.0,Windows 11,2.43,849.0,intel,intel
5198,acer,17329.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,2.1,819.0,intel,geforce
5199,acer,23276.0,19560.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.5,1429.0,intel,geforce
5200,dell,17229.0,4601.0,16.0,3840,2400,64.0,1024.0,Windows 11,1.65,1199.0,intel,geforce
5201,lenovo,28003.0,19560.0,16.0,3840,2400,32.0,1024.0,Windows 10,1.78,3293.95,intel,geforce
5202,dell,18462.0,2040.0,14.0,1920,1200,64.0,2048.0,Windows 11,1.64,1599.0,amd,ryzen
5203,lenovo,24556.0,7108.0,16.0,1920,1080,16.0,1024.0,Windows 10,0.45,1499.0,amd,radeon
5204,dell,1208.0,1476.0,11.6,1366,768,4.0,512.0,Windows 10,1.68,232.98,intel,intel
5205,lenovo,1556.0,296.0,14.0,1920,1080,32.0,1000.0,Windows 10,1.4,184.0,intel,radeon
5206,lenovo,28003.0,22064.0,16.0,2560,1600,32.0,1024.0,Windows 10,1.86,2532.95,intel,nvidia
5207,dell,13775.0,1449.0,17.3,1920,1080,32.0,2048.0,Windows 10,2.77,1999.0,intel,intel
5208,hp,38538.0,13772.0,16.0,1920,1200,16.0,512.0,Windows 11,1.77,2979.99,intel,rtx
5209,msi,3122.0,22459.0,15.6,1920,1080,32.0,1024.0,Windows 10,2.39,1549.0,intel,geforce
5210,hp,18435.0,7320.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.68,714.99,amd,geforce
5211,hp,3855.0,37.0,15.6,1366,768,32.0,1024.0,Windows 11,2.22,619.99,amd,radeon
5212,dell,1556.0,324.0,11.6,1366,768,4.0,32.0,Chrome OS,2.22,329.99,intel,intel
5213,asus,29690.0,296.0,16.0,3840,2160,16.0,1024.0,Windows 11,2.73,1399.99,intel,radeon
5214,dell,15451.0,1971.0,16.0,1920,1200,16.0,256.0,Windows 10,1.84,1362.5,intel,intel
5216,asus,28523.0,23757.0,15.6,2560,1440,32.0,2048.0,Windows 11,2.3,2419.0,intel,geforce
5217,dell,9891.0,926.0,14.0,1920,1080,32.0,1024.0,Windows 10,1.77,899.99,intel,intel
5218,samsung,16980.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.29,999.99,intel,intel
5219,hp,6132.0,926.0,17.3,1920,1080,16.0,512.0,Windows 11,2.68,561.5,intel,intel
5220,microsoft,1326.0,926.0,12.4,1920,1080,8.0,256.0,Windows 11,1.13,699.99,intel,intel
5221,asus,28523.0,23757.0,15.6,2560,1440,64.0,4096.0,Windows 11,2.3,2769.0,intel,geforce
5222,acer,4982.0,926.0,15.6,1920,1080,12.0,1024.0,Windows 10,2.22,696.99,intel,intel
5223,lenovo,15287.0,1971.0,16.0,1920,1200,16.0,512.0,Windows 10,1.7,1559.95,intel,intel
5224,lenovo,10346.0,2690.0,13.3,2560,1600,16.0,512.0,Windows 10,1.22,1099.99,intel,intel
5225,apple,35380.0,10018.0,14.2,3024,1964,36.0,2048.0,MacOS,1.6,3599.0,apple,intel
5227,lenovo,5750.0,926.0,16.0,1920,1080,16.0,1024.0,Windows 11,2.1,2233.67,intel,intel
5228,msi,23276.0,19560.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.68,1339.0,intel,geforce
5229,dell,23728.0,12961.0,15.6,1920,1200,32.0,1000.0,Windows 11,3.64,1963.49,intel,geforce
5230,microsoft,16550.0,2690.0,13.5,2256,1504,16.0,512.0,Windows 10,0.46,988.0,intel,intel
5231,dell,24971.0,4253.0,15.6,1920,1080,16.0,512.0,Windows 10,1.59,1131.89,intel,intel
5232,dell,18462.0,2040.0,15.6,1920,1080,32.0,2048.0,Windows 11,1.91,1009.0,amd,ryzen
5233,hp,12802.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 10,1.74,1989.312760603882,intel,intel
5234,apple,23805.0,6010.0,16.2,3456,2234,18.0,4096.0,MacOS,2.1,3699.0,apple,intel
5235,dell,1628.0,2040.0,15.6,1366,768,16.0,1024.0,Windows 11,1.62,778.58,amd,ryzen
5236,lenovo,6132.0,1476.0,15.6,1920,1080,12.0,256.0,Windows 11,1.11,638.0,intel,intel
5237,lenovo,13707.0,1042.0,14.0,2560,1440,16.0,512.0,Windows 10,1.6,1299.98,intel,intel
5238,acer,9072.0,1792.0,15.6,1920,1080,8.0,512.0,Windows 11,1.77,478.79,amd,radeon
5239,dell,48083.0,22459.0,16.0,2560,1600,32.0,1000.0,Windows 11,2.45,1593.58,intel,geforce
5240,hp,6132.0,1476.0,14.0,1920,1080,8.0,128.0,Chrome OS,1.86,459.99,intel,intel
5241,hp,26364.0,22064.0,15.6,1920,1080,16.0,512.0,Windows 10,1.96,1588.95,amd,nvidia
5242,asus,29690.0,14691.0,13.4,1920,1080,16.0,1024.0,Windows 11,1.18,1736.99,intel,geforce
5243,acer,15287.0,1971.0,15.6,1920,1080,16.0,1024.0,Windows 10,1.78,749.99,intel,intel
5244,asus,26423.0,26876.0,15.6,1920,1080,64.0,2048.0,Windows 11,1.54,1399.99,intel,geforce
5245,dell,15451.0,2690.0,14.0,2560,1600,32.0,512.0,Windows 11,3.64,1950.0,intel,intel
5246,acer,8473.0,12961.0,15.6,1920,1080,8.0,256.0,Windows 11,2.3,949.0,intel,geforce
5247,acer,8473.0,12961.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.3,1109.0,intel,geforce
5248,dell,26423.0,12961.0,15.6,1920,1200,64.0,4096.0,Windows 11,1.92,2949.0,intel,geforce
5249,dell,2192.0,1476.0,14.0,1366,768,8.0,256.0,Windows 10,1.82,232.98,intel,intel
5250,dell,12802.0,12961.0,14.0,1920,1080,16.0,1000.0,Windows 11,3.64,1510.86,intel,geforce
5251,dell,14043.0,2690.0,13.3,1920,1080,16.0,512.0,Windows 11,1.82,750.13,intel,intel
5252,dell,26423.0,12961.0,16.0,1920,1200,16.0,1024.0,Windows 11,2.2,1159.0,intel,geforce
5253,dell,12421.0,7320.0,15.6,1920,1200,32.0,4000.0,Windows 11,3.64,2144.34,intel,geforce
5254,lenovo,27476.0,926.0,16.0,2560,1600,32.0,1024.0,Windows 10,1.85,2669.0,intel,intel
5255,hp,13554.0,2690.0,14.0,1920,1080,8.0,512.0,Windows 11,1.77,689.99,intel,intel
5256,msi,10936.0,11706.0,15.6,1920,1080,16.0,512.0,Windows 10,2.32,999.0,intel,geforce
5257,hp,20851.0,37.0,16.0,1920,1200,16.0,512.0,Windows 11,1.47,1049.41,amd,radeon
5258,msi,26423.0,23757.0,17.3,1920,1080,32.0,1024.0,Windows 11,4.33,2049.89,intel,geforce
5259,asus,20356.0,1792.0,16.0,1920,1080,24.0,1024.0,Windows 11,1.56,684.49,amd,radeon
5260,asus,55651.0,26876.0,17.3,1920,1080,16.0,1024.0,Windows 11,2.8,2199.99,amd,geforce
5261,lenovo,14922.0,37.0,14.0,1920,1080,16.0,256.0,Windows 10,0.45,546.74,amd,radeon
5262,acer,24268.0,7320.0,17.3,1920,1080,32.0,1024.0,Windows 10,3.0,1449.0,amd,geforce
5263,lenovo,10280.0,2690.0,15.6,1920,1080,12.0,1024.0,Windows 10,1.45,629.0,intel,intel
5264,lenovo,18462.0,1792.0,14.0,1920,1080,16.0,512.0,Windows 10,2.33,799.99,amd,radeon
5265,lenovo,10280.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.68,649.0,intel,intel
5266,hp,24556.0,7108.0,13.3,1920,1200,16.0,512.0,Windows 10,1.33,1495.6,amd,radeon
5267,dell,7460.0,926.0,15.6,1920,1080,8.0,256.0,Windows 11,1.77,469.79,intel,intel
5268,lenovo,23656.0,23757.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.41,1749.0,amd,geforce
5269,hp,13554.0,2690.0,14.0,1920,1080,8.0,2048.0,Windows 11,1.77,799.79,intel,intel
5270,hp,1556.0,1476.0,14.0,1920,1080,4.0,64.0,Windows 10,1.84,314.97,intel,intel
5271,asus,30837.0,12961.0,13.4,1920,1080,16.0,1024.0,Windows 10,1.95,2059.67,amd,geforce
5272,lg,15084.0,1792.0,14.0,1920,1200,8.0,512.0,Windows 11,1.88,639.99,amd,radeon
5273,dell,23062.0,1042.0,13.3,1920,1080,16.0,1024.0,Windows 10,1.32,891.65,intel,intel
5274,msi,28003.0,926.0,16.0,2560,1600,32.0,1024.0,Windows 11,2.27,1799.0,intel,intel
5275,acer,6132.0,1476.0,15.6,1920,1080,8.0,128.0,Windows 11,1.65,299.99,intel,intel
5276,lenovo,1180.0,926.0,11.6,1920,1080,4.0,128.0,Windows 10,1.54,286.3,intel,intel
5277,msi,26423.0,17089.0,15.6,2560,1600,32.0,1024.0,Windows 10,2.73,1649.0,intel,geforce
5278,apple,23805.0,3013.0,14.2,3024,1964,18.0,1024.0,MacOS,1.6,2199.0,apple,intel
5279,asus,30593.0,17984.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.8,1399.99,amd,geforce
5281,lenovo,48083.0,13370.0,16.0,2560,1600,32.0,1024.0,Windows 10,2.9,4196.16,intel,nvidia
5282,dell,23728.0,12961.0,16.0,1920,1200,28.0,1000.0,Windows 10,2.03,1321.71,intel,geforce
5283,hp,9891.0,926.0,15.6,1920,1080,8.0,128.0,Windows 10,1.77,599.99,intel,intel
5284,asus,13144.0,3729.0,14.0,1920,1080,8.0,256.0,Windows 10,2.23,595.94,amd,geforce
5285,hp,26423.0,23757.0,17.3,2560,1440,32.0,1024.0,Windows 11,2.73,2289.0,intel,geforce
5286,lenovo,18462.0,1792.0,14.0,1920,1080,16.0,512.0,Windows 11,1.19,661.05,amd,radeon
5287,microsoft,9891.0,2690.0,12.4,1536,1024,8.0,256.0,Windows 10,1.14,449.94,intel,intel
5288,asus,32140.0,19560.0,15.6,1920,1200,32.0,1024.0,Windows 10,2.5,1939.99,intel,geforce
5289,lenovo,23276.0,12961.0,16.0,2560,1600,16.0,512.0,Windows 11,2.09,1456.67,intel,geforce
5290,samsung,17229.0,1971.0,13.3,1920,1080,16.0,512.0,Windows 10,0.87,1499.95,intel,intel
5291,hp,16506.0,240.0,15.6,1920,1080,16.0,256.0,Windows 10,1.75,649.0,amd,radeon
5292,asus,13775.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,2.6,943.62,intel,intel
5293,apple,23805.0,6010.0,16.2,3456,2234,18.0,1024.0,MacOS,2.1,2699.0,apple,intel
5294,lg,17329.0,2690.0,16.0,2560,1600,16.0,512.0,Windows 11,1.2,749.97,intel,intel
5295,lenovo,10346.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 10,0.91,1249.99,intel,intel
5296,asus,26454.0,19560.0,16.0,1920,1080,48.0,2048.0,Windows 11,1.86,1739.99,intel,geforce
5297,acer,6026.0,1042.0,14.0,1920,1080,8.0,256.0,Windows 10,1.36,439.99,intel,intel
5298,dell,23728.0,12961.0,15.6,1920,1200,32.0,1000.0,Windows 11,3.64,1955.4,intel,geforce
5299,asus,6132.0,1476.0,14.0,1366,768,12.0,512.0,Windows 11,1.74,439.0,intel,intel
5300,hp,16506.0,240.0,13.3,1920,1080,16.0,256.0,Windows 10,1.45,969.95,amd,radeon
5301,asus,48083.0,22064.0,16.0,3200,2000,64.0,2048.0,Windows 10,2.4,2999.99,intel,nvidia
5302,dell,13775.0,2690.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.82,775.0,intel,intel
5303,asus,19101.0,14124.0,14.0,1920,1080,16.0,1024.0,Windows 10,1.6,1629.99,amd,geforce
5304,lenovo,15287.0,1971.0,14.0,1920,1080,16.0,512.0,Windows 10,1.5,1268.95,intel,intel
5305,lenovo,6132.0,4253.0,15.6,1366,768,8.0,256.0,Windows 11,2.36,389.0,intel,intel
5306,hp,1556.0,1476.0,14.0,1366,768,4.0,32.0,Chrome OS,1.5,259.0,intel,intel
5307,asus,17229.0,2690.0,14.0,1920,1080,16.0,1024.0,Windows 11,1.5,949.0,intel,intel
5308,asus,23656.0,10181.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,1039.99,amd,geforce
5309,hp,11045.0,2690.0,15.6,1920,1080,64.0,2048.0,Windows 10,1.56,1469.0,intel,intel
5310,dell,13775.0,2690.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.17,1025.0,intel,intel
5311,dell,44977.0,19560.0,15.6,1920,1080,64.0,2048.0,Windows 11,1.68,2049.0,intel,geforce
5312,lenovo,13775.0,2690.0,15.6,1920,1080,24.0,512.0,Windows 11,1.99,1164.99,intel,intel
5313,acer,17329.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 10,2.1,769.0,intel,geforce
5314,msi,11287.0,17089.0,15.6,1920,1080,16.0,512.0,Windows 10,1.86,989.0,intel,geforce
5316,dell,23276.0,2808.0,13.3,1920,1080,8.0,1024.0,Windows 10,1.07,869.0,intel,geforce
5317,lenovo,13144.0,2040.0,14.0,1920,1080,8.0,512.0,Windows 11,1.41,579.0,amd,ryzen
5318,msi,15287.0,2690.0,14.0,1920,1200,16.0,1024.0,Windows 11,1.4,871.8,intel,intel
5319,hp,13004.0,324.0,13.3,1920,1080,8.0,256.0,Windows 10,1.2,934.5,intel,intel
5320,asus,18825.0,1792.0,17.3,1920,1080,24.0,1024.0,Windows 11,0.45,849.0,amd,radeon
5321,dell,15451.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.33,1657.95,intel,intel
5322,lenovo,13144.0,1792.0,15.6,1920,1080,12.0,512.0,Windows 11,1.23,519.99,amd,radeon
5323,dell,15735.0,17089.0,17.3,1920,1080,32.0,1000.0,Windows 11,3.64,1569.63,amd,geforce
5324,lenovo,20851.0,6179.0,13.3,1920,1200,16.0,512.0,Windows 11,1.31,1069.99,amd,radeon
5325,lenovo,16980.0,1449.0,13.3,1920,1200,16.0,256.0,Windows 10,1.21,1413.63,intel,intel
5326,hp,28003.0,4253.0,16.0,2560,1600,16.0,1024.0,Windows 11,1.4,1659.99,intel,intel
5327,dell,13775.0,2690.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.77,772.0,intel,intel
5328,asus,1020.0,1476.0,17.3,1920,1080,4.0,64.0,Chrome OS,2.42,259.0,intel,intel
5329,acer,15084.0,12961.0,15.6,1920,1080,8.0,256.0,Windows 11,2.15,749.0,amd,geforce
5330,hp,2736.0,1476.0,11.6,1366,768,8.0,512.0,Windows 10,1.4,249.98,intel,intel
5331,hp,15853.0,2040.0,15.6,1366,768,8.0,1024.0,Windows 11,1.93,719.0,amd,ryzen
5334,dell,23276.0,4253.0,15.6,1920,1080,8.0,512.0,Windows 10,1.59,1286.0,intel,intel
5335,acer,8473.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 10,2.3,1119.0,intel,geforce
5336,microsoft,13554.0,2690.0,13.5,2256,1504,8.0,512.0,Windows 10,1.3,899.99,intel,intel
5337,lenovo,6136.0,926.0,13.3,1920,1080,8.0,128.0,Windows 10,1.32,899.99,intel,intel
5338,dell,15348.0,1971.0,15.6,1920,1080,8.0,256.0,Windows 10,1.61,1114.95,intel,intel
5339,lg,20247.0,1971.0,14.0,1920,1200,8.0,512.0,Windows 10,1.0,1099.0,intel,intel
5340,panasonic,3123.0,324.0,14.0,1366,768,16.0,1024.0,Windows 10,2.55,625.0,intel,intel
5341,hp,16980.0,2690.0,17.3,1920,1080,16.0,512.0,Windows 11,3.53,819.0,intel,intel
5342,dell,23728.0,1476.0,16.0,3840,2160,32.0,1000.0,Windows 11,3.64,814.23,intel,intel
5343,dell,21493.0,1476.0,15.6,1920,1080,16.0,256.0,Windows 11,1.61,1359.43,intel,intel
5344,hp,2527.0,324.0,14.0,1366,768,4.0,64.0,Chrome OS,1.98,374.0,intel,intel
5345,acer,4982.0,926.0,15.6,1920,1080,20.0,256.0,Windows 10,2.22,599.78,intel,intel
5346,asus,3109.0,891.0,15.6,1920,1080,8.0,128.0,Windows 10,1.6,460.0,amd,radeon
5347,acer,15084.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 10,2.15,769.0,amd,geforce
5348,dell,9891.0,926.0,15.6,1920,1080,8.0,1024.0,Windows 11,1.77,599.79,intel,intel
5349,other,44905.0,38874.0,16.0,3840,2400,32.0,2048.0,Windows 10,2.45,3999.99,intel,geforce
5350,hp,2169.0,1476.0,15.6,1366,768,16.0,128.0,Windows 11,1.92,339.99,intel,intel
5351,hp,13481.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.16,899.99,intel,intel
5352,lenovo,13775.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.69,999.99,intel,intel
5353,lenovo,5641.0,926.0,14.0,1920,1200,4.0,128.0,Chrome OS,1.78,440.62,intel,intel
5354,dell,24971.0,1476.0,13.3,1920,1080,32.0,1000.0,Windows 11,1.13,831.59,intel,intel
5355,dell,48083.0,13772.0,17.0,1920,1200,32.0,1000.0,Windows 11,3.64,2628.1,intel,rtx
5356,asus,29690.0,19560.0,14.5,2560,1600,16.0,1024.0,Windows 11,1.64,1799.99,intel,geforce
5357,hp,3855.0,1792.0,14.0,1920,1080,16.0,512.0,Windows 11,1.79,359.99,amd,radeon
5358,lenovo,20843.0,22064.0,16.0,1920,1200,16.0,512.0,Windows 10,1.71,1969.0,intel,nvidia
5359,hp,15348.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.34,1843.01,intel,intel
5360,other,21525.0,19560.0,15.6,1920,1080,8.0,512.0,Windows 11,2.0,749.99,intel,geforce
5361,lenovo,13775.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.7,999.0,intel,intel
5362,lenovo,19333.0,22064.0,16.0,1920,1200,32.0,1024.0,Windows 10,1.71,2349.0,intel,nvidia
5363,lg,15084.0,240.0,16.0,1920,1200,8.0,512.0,Windows 10,1.6,999.0,amd,radeon
5364,apple,15398.0,2152.0,15.3,2880,1864,24.0,256.0,MacOS,1.5,1699.0,apple,intel
5365,dell,48083.0,13772.0,17.0,3840,2400,64.0,2000.0,Windows 11,3.64,3100.23,intel,rtx
5366,dell,28003.0,22064.0,16.0,1920,1200,32.0,512.0,Windows 10,6.706299270072994,2298.95,intel,nvidia
5367,hp,18462.0,2040.0,15.6,1920,1080,64.0,2048.0,Windows 11,1.5,1439.0,amd,ryzen
5368,hp,34115.0,13772.0,16.0,3840,2400,32.0,1024.0,Windows 11,1.36,3465.99,intel,rtx
5369,hp,9891.0,2690.0,15.6,1920,1080,8.0,256.0,Windows 10,2.07,639.99,intel,intel
5370,dell,32140.0,7320.0,15.6,1920,1080,64.0,4096.0,Windows 11,2.28,1919.0,intel,geforce
5371,dell,19012.0,12961.0,15.6,1920,1080,32.0,1024.0,Windows 10,1.78,1089.0,amd,geforce
5372,asus,28003.0,2690.0,14.5,2880,1800,16.0,4096.0,Windows 11,1.57,1489.99,intel,intel
5373,msi,26423.0,7320.0,15.6,1920,1080,16.0,512.0,Windows 11,2.25,1534.88,intel,geforce
5374,msi,17229.0,17089.0,15.6,1920,1080,16.0,512.0,Windows 11,1.69,1449.97,intel,geforce
5375,dell,26454.0,7320.0,18.0,2560,1600,16.0,1000.0,Windows 11,3.64,2002.39,intel,geforce
5376,asus,26423.0,26876.0,15.6,1920,1080,64.0,2048.0,Windows 11,2.22,1769.99,intel,geforce
5377,dell,3928.0,13772.0,16.0,1920,1200,64.0,1000.0,Windows 11,2.61,2214.9,intel,rtx
5378,hp,17441.0,7868.0,15.6,1920,1080,8.0,512.0,Windows 11,1.39,759.0,intel,geforce
5380,hp,21088.0,1971.0,14.0,1920,1200,32.0,512.0,Windows 10,1.17,2168.95,intel,intel
5381,dell,26423.0,12961.0,16.0,1920,1200,8.0,512.0,Windows 10,1.96,1099.0,intel,geforce
5382,msi,23276.0,19560.0,15.6,1920,1080,32.0,1024.0,Windows 10,2.22,1089.99,intel,geforce
5383,lenovo,15287.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 11,2.32,1225.3,intel,intel
5384,dell,9891.0,926.0,14.0,1920,1080,8.0,1024.0,Windows 10,1.77,789.99,intel,intel
5385,apple,15398.0,2152.0,15.3,2880,1864,16.0,1024.0,MacOS,1.5,1899.0,apple,intel
5386,dell,28523.0,22459.0,16.0,2560,1600,16.0,1024.0,Windows 11,2.45,1849.0,intel,geforce
5387,dell,1326.0,926.0,15.6,1920,1080,8.0,256.0,Windows 10,1.77,479.73,intel,intel
5388,acer,3310.0,1476.0,17.3,1920,1080,4.0,32.0,Chrome OS,1.72,240.99,intel,intel
5389,microsoft,13554.0,1971.0,12.4,1536,1024,16.0,256.0,Windows 10,1.13,1149.95,intel,intel
5390,lenovo,24556.0,7108.0,14.0,1920,1200,16.0,512.0,Windows 11,2.05,1350.46,amd,radeon
5391,lenovo,14922.0,1792.0,14.0,1920,1080,8.0,256.0,Windows 10,1.79,521.89,amd,radeon
5392,hp,15451.0,2690.0,14.0,2560,1600,32.0,1024.0,Windows 11,1.33,2453.1,intel,intel
5393,hp,15451.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.4,1929.0,intel,intel
5394,apple,17141.0,5343.0,16.2,3456,2234,16.0,1024.0,MacOS,2.1,1899.0,apple,radeon
5395,acer,17329.0,12961.0,15.6,1920,1080,8.0,512.0,Windows 10,2.1,729.0,intel,geforce
5396,lenovo,3919.0,1476.0,13.3,1920,1080,4.0,64.0,Chrome OS,2.26,399.0,intel,intel
5397,lenovo,10641.0,926.0,15.6,1920,1080,12.0,1024.0,Windows 10,2.68,634.79,intel,intel
5398,hp,26364.0,22064.0,15.6,1920,1080,32.0,1024.0,Windows 10,1.96,2383.95,amd,nvidia
