,Brand,CPU Mark,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,OS,Weight,Price,CPU Brand,GPU Brand
5399,acer,28003.0,26876.0,14.0,2560,1600,16.0,1024.0,Windows 11,1.7,1967.99,intel,geforce
5400,hp,9891.0,2690.0,17.3,1600,900,16.0,1024.0,Windows 10,2.68,688.79,intel,intel
5401,dell,28003.0,12961.0,16.0,2560,1600,16.0,512.0,Windows 11,2.14,1289.99,intel,geforce
5402,lenovo,28003.0,19560.0,15.6,1920,1080,16.0,1024.0,Windows 10,1.64,1399.0,intel,geforce
5403,dell,19012.0,12961.0,15.6,1920,1080,24.0,1024.0,Windows 10,1.88,1039.0,amd,geforce
5404,hp,28523.0,17089.0,16.1,2560,1440,24.0,1024.0,Windows 10,2.06,1799.0,intel,geforce
5405,hp,19333.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.4,1444.95,intel,intel
5406,apple,35380.0,13357.0,14.2,3024,1964,64.0,512.0,MacOS,1.6,3699.0,apple,intel
5407,lenovo,2385.0,324.0,14.0,1366,768,4.0,64.0,Windows 11,1.36,307.62,intel,intel
5408,hp,18462.0,2040.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.79,1088.01,amd,ryzen
5409,dell,15287.0,1971.0,14.0,1920,1080,16.0,256.0,Windows 10,1.55,975.04,intel,intel
5410,msi,23276.0,26876.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.27,1227.72,intel,geforce
5411,acer,17441.0,12961.0,17.3,1920,1080,8.0,512.0,Windows 11,3.0,1119.0,intel,geforce
5412,dell,26423.0,12961.0,15.6,1920,1200,64.0,4096.0,Windows 11,1.91,2296.13,intel,geforce
5413,hp,17165.0,1792.0,14.0,1920,1080,16.0,512.0,Windows 10,0.65,699.99,amd,radeon
5414,asus,13554.0,2690.0,16.0,1920,1200,16.0,512.0,Windows 11,1.86,639.0,intel,intel
5415,hp,9891.0,2690.0,15.6,1920,1080,16.0,256.0,Windows 10,2.38,659.99,intel,intel
5416,asus,1108.0,926.0,14.0,1920,1080,4.0,32.0,Chrome OS,1.36,215.0,intel,intel
5417,lenovo,17546.0,2690.0,16.0,1920,1200,16.0,512.0,Windows 10,2.88,1319.0,intel,intel
5418,msi,19453.0,12961.0,15.6,1920,1080,8.0,512.0,Windows 11,2.1,920.99,intel,geforce
5419,msi,16980.0,1971.0,14.0,1920,1080,16.0,512.0,Windows 10,1.4,699.0,intel,intel
5420,lenovo,15287.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.12,1683.95,intel,intel
5421,acer,3828.0,1792.0,15.6,1920,1080,16.0,256.0,Windows 10,1.77,522.79,amd,radeon
5422,other,9891.0,4253.0,15.6,1920,1080,20.0,1000.0,Windows 11,1.68,599.99,intel,intel
5423,hp,13481.0,1971.0,13.5,1920,1280,8.0,128.0,Windows 10,1.3,1553.95,intel,intel
5424,apple,26235.0,12689.0,16.2,3456,2234,96.0,4096.0,MacOS,2.16,4999.0,apple,intel
5425,hp,3855.0,1476.0,15.6,1366,768,8.0,512.0,Windows 10,1.77,585.0,amd,intel
5426,lenovo,17329.0,2690.0,15.6,2560,1600,8.0,256.0,Windows 11,2.68,699.99,intel,intel
5427,hp,16980.0,2690.0,17.3,1920,1080,16.0,512.0,Windows 11,2.56,644.79,intel,intel
5428,dell,13775.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.66,669.0,intel,intel
5429,hp,6132.0,926.0,15.6,1920,1080,8.0,256.0,Windows 10,1.77,409.79,intel,intel
5430,dell,12421.0,19560.0,17.0,1920,1200,32.0,1000.0,Windows 11,3.64,2759.28,intel,geforce
5431,lenovo,8734.0,2040.0,14.0,1920,1200,16.0,512.0,Windows 11,1.14,769.99,amd,ryzen
5432,asus,15084.0,2040.0,16.0,1920,1200,16.0,512.0,Windows 10,2.35,589.0,amd,ryzen
5433,hp,6132.0,1476.0,15.6,1920,1080,12.0,1024.0,Windows 10,1.77,539.78,intel,intel
5434,hp,9891.0,2690.0,15.6,1920,1080,8.0,256.0,Windows 10,2.68,599.99,intel,intel
5435,dell,11027.0,1476.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.05,449.0,intel,intel
5436,lenovo,1628.0,296.0,15.6,1366,768,16.0,512.0,Windows 10,2.1,569.99,amd,radeon
5437,acer,23284.0,5051.0,15.6,1920,1080,20.0,256.0,Windows 10,1.77,896.99,intel,geforce
5438,microsoft,14043.0,1971.0,13.5,2256,1504,16.0,512.0,Windows 10,1.3,1499.95,intel,intel
5439,lenovo,8641.0,2690.0,13.5,1920,1080,8.0,512.0,Windows 10,0.45,1215.35,intel,intel
5440,acer,9475.0,11706.0,15.6,1920,1080,8.0,512.0,Windows 11,2.3,449.99,amd,geforce
5441,apple,23805.0,6010.0,16.2,3456,2234,36.0,512.0,MacOS,2.1,2799.0,apple,intel
5442,lenovo,1486.0,1476.0,14.0,1920,1080,12.0,512.0,Windows 11,1.5,345.0,intel,intel
5443,lenovo,6650.0,1476.0,14.0,1920,1080,16.0,512.0,Windows 10,1.09,1249.98,intel,intel
5444,dell,2003.0,1476.0,11.6,1366,768,4.0,32.0,Chrome OS,1.86,316.99,intel,intel
5445,lg,18462.0,1792.0,16.0,1920,1200,16.0,1024.0,Windows 11,1.6,953.58,amd,radeon
5447,lenovo,21088.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.34,1849.95,intel,intel
5448,dell,16980.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,2.53,946.0,intel,intel
5449,hp,13554.0,2690.0,14.0,1920,1080,8.0,256.0,Windows 11,1.52,649.0,intel,intel
5450,dell,6247.0,1476.0,14.0,1366,768,8.0,500.0,Windows 10,1.48,359.98,intel,intel
5451,hp,15451.0,4822.0,16.0,1920,1200,16.0,512.0,Windows 11,1.76,2155.01,intel,t500
5452,dell,15348.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.33,1658.5,intel,intel
5453,dell,23276.0,4253.0,13.3,1920,1080,16.0,512.0,Windows 11,1.19,808.49,intel,intel
5454,hp,5641.0,324.0,11.6,1366,768,4.0,64.0,Windows 10,1.47,457.95,intel,intel
5455,dell,23728.0,17089.0,14.0,1920,1080,32.0,1000.0,Windows 11,3.64,2430.72,intel,geforce
5456,acer,13775.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 10,1.9,945.99,intel,intel
5457,dell,6526.0,10075.0,17.3,1920,1080,16.0,1024.0,Windows 10,4.41,1699.99,intel,geforce
5458,dell,9891.0,2690.0,15.6,1920,1080,12.0,512.0,Windows 10,1.73,669.0,intel,intel
5459,acer,15084.0,12961.0,15.6,1920,1080,8.0,256.0,Windows 10,2.15,749.0,amd,geforce
5460,hp,4982.0,1476.0,14.0,1920,1080,16.0,1024.0,Windows 10,1.45,629.0,intel,intel
5461,panasonic,9970.0,1971.0,14.0,1920,1080,32.0,1024.0,Windows 10,2.2,3834.06,intel,intel
5462,hp,15853.0,2040.0,15.6,1920,1080,32.0,512.0,Windows 11,1.77,999.99,amd,ryzen
5463,lenovo,15084.0,1792.0,15.6,1920,1080,256.0,256.0,Windows 10,2.04,488.83,amd,radeon
5464,asus,2163.0,751.0,13.3,3200,1800,8.0,256.0,Windows 10,1.37,599.0,intel,intel
5465,hp,5455.0,324.0,11.6,1366,768,4.0,128.0,Windows 10,1.47,512.95,intel,intel
5466,hp,2350.0,1042.0,15.6,1920,1080,12.0,256.0,Windows 10,2.05,859.99,intel,intel
5467,lenovo,591.0,324.0,11.6,1366,768,4.0,128.0,Windows 10,1.59,286.0,intel,intel
5468,dell,9891.0,1476.0,15.6,1920,1080,16.0,512.0,Windows 10,1.66,575.0,intel,intel
5469,asus,24887.0,1792.0,15.6,1920,1080,24.0,4096.0,Windows 11,1.77,1059.99,amd,radeon
5470,asus,48083.0,34635.0,18.5,2560,1440,32.0,1024.0,Windows 11,1.4,2679.0,intel,geforce
5471,asus,11027.0,1476.0,15.6,1920,1080,40.0,1024.0,Windows 11,1.77,599.99,intel,intel
5472,lenovo,6132.0,1476.0,14.0,1920,1080,20.0,1024.0,Windows 11,1.5,405.0,intel,intel
5473,lenovo,15616.0,2690.0,13.3,1920,1200,16.0,512.0,Windows 11,1.64,1631.99,intel,intel
5474,dell,16506.0,2040.0,15.6,1920,1080,8.0,512.0,Windows 10,2.59,519.0,amd,ryzen
5475,lenovo,15451.0,2690.0,13.3,1920,1200,16.0,512.0,Windows 11,1.12,1833.36,intel,intel
5476,asus,1108.0,926.0,14.0,1366,768,4.0,32.0,Chrome OS,2.68,294.99,intel,intel
5477,hp,11027.0,1476.0,14.0,1920,1080,8.0,256.0,Windows 11,2.44,487.79,intel,intel
5478,dell,10641.0,1476.0,15.6,1920,1080,4.0,128.0,Windows 10,1.91,1113.38,intel,intel
5479,lenovo,28003.0,7320.0,16.0,2560,1600,16.0,512.0,Windows 11,1.59,1199.0,intel,geforce
5481,lenovo,5897.0,1865.0,14.0,1920,1080,8.0,256.0,Windows 10,1.77,1010.0,intel,geforce
5482,hp,4982.0,1476.0,15.6,1366,768,8.0,512.0,Windows 10,1.69,459.0,intel,intel
5483,acer,2003.0,1476.0,14.0,1366,768,4.0,32.0,Chrome OS,2.09,245.99,intel,intel
5484,msi,24971.0,12961.0,15.6,1920,1080,32.0,1024.0,Windows 10,2.22,1309.99,intel,geforce
5485,msi,7646.0,14124.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.38,1049.0,intel,geforce
5486,dell,15287.0,4253.0,15.6,1920,1080,16.0,256.0,Windows 11,2.89,908.46,intel,intel
5487,acer,9891.0,2690.0,15.6,1920,1080,36.0,512.0,Windows 10,2.05,649.0,intel,intel
5488,asus,11027.0,1476.0,14.0,1920,1200,8.0,128.0,Chrome OS,2.48,692.65,intel,intel
5489,asus,3855.0,891.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.56,719.0,amd,radeon
5490,hp,17868.0,3436.0,14.0,1920,1200,16.0,256.0,Windows 10,1.33,1276.95,amd,radeon
5491,acer,9891.0,2690.0,17.3,1920,1080,12.0,256.0,Windows 10,2.59,649.99,intel,intel
5492,dell,19012.0,12961.0,15.6,1920,1080,24.0,2048.0,Windows 10,1.4,1209.0,amd,geforce
5493,dell,28003.0,13772.0,15.6,1920,1080,32.0,512.0,Windows 11,3.64,1385.99,intel,rtx
5494,dell,9891.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 10,1.74,749.0,intel,intel
5495,lenovo,27476.0,22064.0,16.0,1920,1200,16.0,512.0,Windows 10,2.2,2489.95,intel,nvidia
5496,asus,29690.0,12961.0,16.0,1920,1200,8.0,1024.0,Windows 10,1.82,1409.0,intel,geforce
5497,hp,28003.0,19560.0,16.1,1920,1080,16.0,1024.0,Windows 11,1.27,1139.99,intel,geforce
5498,lenovo,1458.0,1476.0,13.3,1920,1080,4.0,64.0,Chrome OS,1.36,325.0,intel,intel
5499,asus,1108.0,1476.0,13.3,1366,768,4.0,128.0,Windows 11,1.96,786.99,intel,intel
5500,microsoft,28003.0,12961.0,14.4,2400,1600,32.0,2048.0,Windows 10,1.8,2099.0,intel,geforce
5501,lenovo,15287.0,2690.0,16.0,1920,1200,16.0,512.0,Windows 11,2.31,950.99,intel,intel
5502,lenovo,17329.0,2690.0,13.3,2560,1600,8.0,256.0,Windows 10,1.08,710.55,intel,intel
5503,hp,2527.0,324.0,14.0,1366,768,4.0,64.0,Windows 11,2.2,223.0,intel,intel
5504,dell,14043.0,926.0,13.3,1920,1080,32.0,512.0,Windows 11,2.4,844.17,intel,intel
5505,lenovo,10552.0,1602.0,14.0,1920,1080,16.0,1024.0,Windows 11,1.45,1209.0,intel,quadro
5506,msi,23276.0,14691.0,15.6,1920,1080,64.0,1024.0,Windows 11,2.22,1589.0,intel,geforce
5507,dell,19012.0,12961.0,15.6,1920,1080,24.0,1024.0,Windows 11,1.3,1039.0,amd,geforce
5508,asus,26423.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.82,1113.99,intel,intel
5509,hp,24556.0,7108.0,13.3,1920,1200,16.0,512.0,Windows 10,1.33,1458.17,amd,radeon
5510,hp,9891.0,2690.0,17.0,1920,1080,16.0,1024.0,Windows 11,2.95,604.79,intel,intel
5511,acer,13004.0,1476.0,15.6,1920,1080,8.0,256.0,Chrome OS,2.55,799.99,intel,intel
5512,hp,15287.0,1476.0,13.3,1920,1080,16.0,256.0,Windows 11,1.65,1389.0,intel,intel
5513,hp,6132.0,926.0,15.6,1920,1080,16.0,512.0,Windows 10,1.77,429.19,intel,intel
5514,asus,18825.0,506.0,16.0,1920,1200,16.0,1024.0,Windows 11,2.26,898.99,amd,radeon
5515,hp,3855.0,37.0,15.6,1366,768,8.0,256.0,Windows 10,1.77,479.79,amd,radeon
5516,acer,14526.0,7868.0,15.6,1920,1080,8.0,1024.0,Windows 10,2.0,857.0,amd,geforce
5517,lenovo,15853.0,1792.0,14.0,2240,1400,16.0,512.0,Windows 11,1.77,649.99,amd,radeon
5518,dell,14043.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.77,1199.0,intel,intel
5519,asus,55651.0,26876.0,17.3,2560,1440,64.0,2048.0,Windows 11,2.8,2599.0,amd,geforce
5520,dell,12421.0,7320.0,17.0,1920,1080,24.0,1000.0,Windows 11,3.64,4362.24,intel,geforce
5521,dell,19012.0,12961.0,15.6,1920,1080,24.0,2048.0,Windows 10,2.64,1159.0,amd,geforce
5522,hp,13775.0,2690.0,15.6,1920,1080,32.0,2048.0,Windows 11,1.62,1469.0,intel,intel
5523,hp,15826.0,7041.0,16.1,1920,1080,20.0,512.0,Windows 11,2.5,1054.99,intel,geforce
5524,hp,24971.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 10,1.75,819.29,intel,intel
5525,lenovo,6136.0,1042.0,14.0,1920,1080,8.0,512.0,Windows 10,1.47,1499.99,intel,intel
5526,microsoft,13481.0,1971.0,13.5,2256,1504,16.0,512.0,Windows 10,1.3,1366.5,intel,intel
5527,lenovo,3052.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 10,0.45,548.24,intel,intel
5528,lenovo,15084.0,1792.0,15.6,1920,1080,8.0,256.0,Windows 11,1.7,660.99,amd,radeon
5529,dell,101.0,1476.0,11.6,1366,768,4.0,32.0,Chrome OS,1.3,283.43,intel,intel
5530,hp,15287.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.11,949.99,intel,intel
5531,hp,6132.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 10,2.11,424.99,intel,intel
5532,asus,3506.0,110.0,13.3,1920,1080,4.0,500.0,Windows 7,1.9,849.0,intel,geforce
5533,lenovo,24556.0,7108.0,14.0,1920,1200,16.0,512.0,Windows 10,1.26,1368.95,amd,radeon
5534,dell,23728.0,12961.0,15.6,1920,1200,16.0,2000.0,Windows 11,3.64,1971.58,intel,geforce
5535,acer,13554.0,2690.0,14.0,1920,1080,8.0,512.0,Windows 11,1.5,660.48,intel,intel
5536,dell,27933.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.32,1896.41,intel,intel
5537,dell,9891.0,926.0,15.6,1920,1080,16.0,256.0,Windows 11,1.77,559.19,intel,intel
5538,dell,6132.0,1476.0,15.6,1920,1080,16.0,256.0,Windows 11,1.88,375.0,intel,intel
5539,asus,14526.0,1792.0,17.3,1920,1080,16.0,512.0,Windows 11,1.26,759.99,amd,radeon
5540,dell,16980.0,1971.0,15.6,1920,1080,16.0,256.0,Windows 10,1.61,729.0,intel,intel
5541,acer,4982.0,926.0,15.6,1920,1080,12.0,512.0,Windows 10,2.22,676.99,intel,intel
5542,lenovo,10641.0,1476.0,15.6,1366,768,8.0,256.0,Windows 10,2.3,557.22,intel,intel
5543,acer,20851.0,1792.0,16.0,1920,1200,16.0,512.0,Windows 11,1.7,1052.99,amd,radeon
5544,hp,7460.0,926.0,15.6,1920,1080,16.0,512.0,Windows 10,2.22,599.79,intel,intel
5547,dell,26454.0,1476.0,14.0,1920,1080,32.0,1000.0,Windows 11,3.64,1097.24,intel,intel
5548,hp,10346.0,2690.0,15.6,1920,1080,64.0,1024.0,Windows 11,0.82,899.99,intel,intel
5549,dell,28003.0,2690.0,16.0,2560,1600,32.0,1024.0,Windows 10,2.36,1439.0,intel,intel
5550,dell,1218.0,1476.0,15.6,1920,1080,64.0,2000.0,Windows 11,1.73,779.64,intel,intel
5551,asus,12012.0,16181.0,17.3,1920,1080,16.0,512.0,Windows 10,2.82,1668.06,intel,geforce
5552,lenovo,3052.0,1042.0,13.3,1920,1080,16.0,512.0,Windows 10,2.35,1372.31,intel,intel
5553,hp,9716.0,240.0,15.6,1366,768,8.0,256.0,Windows 11,1.73,361.97,amd,radeon
5554,lenovo,10641.0,1476.0,14.0,1920,1080,8.0,256.0,Windows 10,1.26,1249.99,intel,intel
5555,hp,6132.0,1476.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,599.79,intel,intel
5556,apple,23805.0,3013.0,14.2,3024,1964,18.0,2048.0,MacOS,1.6,2599.0,apple,intel
5557,asus,10346.0,2690.0,13.9,3300,2200,16.0,1024.0,Windows 10,2.02,1534.99,intel,intel
5558,dell,23656.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,2.06,1099.0,amd,geforce
5559,lenovo,20247.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.34,1522.0,intel,intel
5560,acer,5641.0,324.0,11.6,1366,768,4.0,32.0,Windows 10,1.3,337.99,intel,intel
5561,asus,26423.0,26876.0,15.6,1920,1080,32.0,1024.0,Windows 11,3.18,1479.0,intel,geforce
5562,hp,23358.0,7108.0,14.0,1920,1200,16.0,512.0,Windows 11,1.41,1380.11,amd,radeon
5563,hp,3855.0,1792.0,15.6,1920,1080,8.0,128.0,Windows 10,1.75,398.99,amd,radeon
5564,lenovo,1486.0,1476.0,15.6,1920,1080,8.0,128.0,Windows 11,1.65,349.0,intel,intel
5565,other,9173.0,4253.0,14.0,1920,1080,8.0,1000.0,Windows 11,1.36,599.99,intel,intel
5566,lg,19333.0,2690.0,17.3,2560,1600,16.0,512.0,Windows 11,1.36,1029.49,intel,intel
5567,hp,15853.0,1792.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.67,896.0,amd,radeon
5568,dell,17229.0,4601.0,16.0,3840,2400,32.0,512.0,Windows 11,1.81,999.0,intel,geforce
5569,asus,13775.0,2690.0,15.6,1920,1080,16.0,2048.0,Windows 10,2.25,899.0,intel,intel
5570,dell,1628.0,2040.0,15.6,1366,768,64.0,1024.0,Windows 10,1.62,848.76,amd,ryzen
5571,acer,16752.0,1792.0,14.0,1920,1080,16.0,512.0,Windows 11,1.77,928.35,amd,radeon
5572,acer,2350.0,34635.0,16.0,2560,1440,12.0,2048.0,Windows 10,1.92,2479.98,intel,geforce
5573,lenovo,15287.0,2690.0,13.3,1920,1200,16.0,512.0,Windows 11,2.66,1064.99,intel,intel
5574,hp,13775.0,2690.0,15.6,1920,1080,64.0,2048.0,Windows 11,1.77,948.0,intel,intel
5575,hp,13144.0,1792.0,17.3,1920,1080,32.0,1024.0,Windows 10,1.76,819.0,amd,radeon
5576,hp,10346.0,926.0,14.0,1920,1080,16.0,512.0,Windows 10,1.45,899.99,intel,intel
5577,asus,21133.0,1792.0,16.0,1920,1200,24.0,1024.0,Windows 11,1.68,699.99,amd,radeon
5578,dell,26423.0,12961.0,16.0,1920,1200,8.0,512.0,Windows 10,1.96,1049.0,intel,geforce
5579,dell,23062.0,4253.0,14.0,1920,1080,8.0,256.0,Windows 10,1.5,800.0,intel,intel
5580,hp,6132.0,1476.0,15.6,1366,768,8.0,128.0,Windows 10,1.77,449.79,intel,intel
5581,dell,16980.0,1971.0,13.3,1920,1080,8.0,256.0,Windows 10,1.35,1103.95,intel,intel
5582,asus,8488.0,1042.0,14.0,1920,1080,16.0,512.0,Windows 10,1.74,1570.38,intel,intel
5583,dell,2947.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.68,999.0,intel,intel
5584,lenovo,13144.0,1792.0,15.6,1920,1080,20.0,1024.0,Windows 11,1.79,719.0,amd,radeon
5585,asus,20247.0,2690.0,14.0,2880,1800,16.0,512.0,Windows 11,1.46,999.99,intel,intel
5586,dell,19333.0,2690.0,16.0,1920,1200,16.0,512.0,Windows 11,2.52,969.0,intel,intel
5587,msi,23276.0,26876.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.01,1489.99,intel,geforce
5588,msi,44905.0,19560.0,13.3,1920,1200,64.0,1024.0,Windows 11,1.83,2049.0,intel,geforce
5589,dell,15128.0,6577.0,17.3,1920,1080,64.0,1024.0,Windows 11,2.14,1595.95,intel,radeon
5590,dell,3310.0,1476.0,11.6,1366,768,4.0,64.0,Windows 11,1.19,317.09,intel,intel
5591,hp,13554.0,2690.0,14.0,1920,1080,8.0,512.0,Windows 11,1.77,579.99,intel,intel
5592,acer,17229.0,1344.0,14.0,1920,1200,16.0,512.0,Windows 10,1.51,1166.99,intel,intel
5593,lenovo,28003.0,1971.0,16.0,1920,1200,16.0,512.0,Windows 10,2.2,1993.5,intel,intel
5594,dell,13775.0,2690.0,15.6,1920,1080,32.0,512.0,Windows 11,1.86,849.0,intel,intel
5595,lenovo,10641.0,926.0,14.0,1920,1080,12.0,512.0,Windows 11,1.62,530.79,intel,intel
5596,hp,18825.0,1792.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.12,1097.62,amd,radeon
5597,asus,28523.0,23757.0,15.6,2560,1440,16.0,2048.0,Windows 10,2.3,2269.0,intel,geforce
5598,dell,23276.0,1476.0,13.3,1366,768,16.0,256.0,Windows 11,1.13,750.74,intel,intel
5599,acer,2350.0,4253.0,15.6,1920,1080,4.0,128.0,Windows 10,3.19,319.98,intel,intel
5600,lg,20247.0,1476.0,17.0,2560,1600,8.0,512.0,Windows 11,1.89,1049.99,intel,intel
5601,dell,15451.0,4253.0,15.6,1920,1080,16.0,512.0,Windows 11,2.9,1424.26,intel,intel
5602,hp,9891.0,2690.0,15.6,1920,1080,8.0,512.0,Windows 11,1.77,799.79,intel,intel
5603,lenovo,17329.0,926.0,12.5,1366,768,8.0,256.0,Windows 10,1.38,225.0,intel,intel
5604,lenovo,10346.0,1476.0,15.6,1920,1080,16.0,512.0,Windows 10,2.42,1599.99,intel,intel
5605,dell,24971.0,1476.0,14.0,1920,1080,16.0,512.0,Windows 11,1.23,1097.24,intel,intel
5607,lenovo,13554.0,2690.0,14.0,1920,1080,16.0,256.0,Windows 11,1.84,809.99,intel,intel
5608,asus,6132.0,1476.0,14.0,1366,768,12.0,512.0,Windows 10,2.03,439.0,intel,intel
5609,apple,23805.0,6010.0,16.2,3456,2234,36.0,512.0,MacOS,2.1,2699.0,apple,intel
5610,hp,12421.0,4253.0,15.6,1920,1080,16.0,512.0,Windows 10,2.99,845.99,intel,intel
5611,lenovo,1018.0,1476.0,11.6,1366,768,4.0,500.0,Windows 8,1.41,349.99,intel,intel
5612,dell,23276.0,2808.0,13.3,1920,1080,8.0,1024.0,Windows 10,1.07,869.0,intel,geforce
5613,asus,8488.0,1042.0,15.6,1920,1080,16.0,512.0,Windows 10,2.14,1225.11,intel,intel
5614,dell,48083.0,23757.0,16.0,2560,1600,32.0,1000.0,Windows 11,2.45,1593.58,intel,geforce
5615,dell,21493.0,2690.0,16.0,1920,1200,16.0,256.0,Windows 11,1.15,1432.83,intel,intel
5616,apple,15398.0,2152.0,15.3,2880,1864,16.0,256.0,MacOS,1.5,1299.0,apple,intel
5617,dell,3122.0,12961.0,17.0,1920,1200,32.0,1024.0,Windows 11,2.32,2998.38,intel,geforce
5618,hp,13554.0,2690.0,15.6,1366,768,8.0,512.0,Windows 10,1.77,599.79,intel,intel
5619,lenovo,20851.0,353.0,14.0,1920,1200,16.0,512.0,Windows 10,1.32,1533.5,amd,radeon
5620,acer,8185.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 10,2.3,1169.0,intel,geforce
5621,lenovo,34115.0,1247.0,16.0,1920,1200,16.0,512.0,Windows 10,2.9,2228.45,intel,intel
5622,asus,22681.0,12961.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.0,1499.99,amd,geforce
5623,dell,20753.0,12961.0,15.6,1920,1200,16.0,2048.0,Windows 11,1.92,2175.99,intel,geforce
5624,dell,12421.0,26876.0,15.6,1366,768,32.0,1000.0,Windows 11,3.64,2418.18,intel,geforce
5625,microsoft,10552.0,2690.0,13.0,2880,1920,16.0,256.0,Windows 11,0.89,1049.0,intel,intel
5626,dell,16980.0,2690.0,14.0,2560,1600,16.0,256.0,Windows 11,2.39,2027.96,intel,intel
5627,apple,35380.0,13357.0,16.2,3456,2234,64.0,8192.0,MacOS,2.2,6399.0,apple,intel
5628,lenovo,13775.0,926.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,1159.99,intel,intel
5629,dell,26423.0,4253.0,15.6,1920,1080,32.0,1000.0,Windows 10,2.46,1699.81,intel,intel
5630,asus,26423.0,17089.0,16.0,1920,1200,16.0,512.0,Windows 11,1.5,1549.0,intel,geforce
5631,dell,9891.0,926.0,15.6,1920,1080,32.0,512.0,Windows 11,1.77,576.79,intel,intel
5632,dell,20753.0,85.0,17.0,1920,1200,16.0,512.0,Windows 10,2.09,1840.99,intel,quadro
5633,microsoft,13481.0,1971.0,13.5,2256,1504,8.0,256.0,Windows 10,1.3,1099.95,intel,intel
5634,hp,13554.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 10,1.77,649.79,intel,intel
5635,lenovo,15348.0,1971.0,14.0,1920,1200,16.0,256.0,Windows 10,1.36,1569.0,intel,intel
5636,lenovo,5641.0,1476.0,12.2,1920,1200,4.0,32.0,Chrome OS,2.24,395.26,intel,intel
5637,dell,23728.0,17089.0,16.0,3072,1920,32.0,1000.0,Windows 11,3.64,1655.17,intel,geforce
5638,lenovo,16980.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.3,914.78,intel,intel
5639,msi,55651.0,26876.0,17.3,2560,1440,16.0,1024.0,Windows 11,2.8,1999.0,amd,geforce
5640,apple,15398.0,2152.0,13.6,2560,1664,24.0,2048.0,MacOS,1.24,2399.0,apple,intel
5641,lenovo,8270.0,926.0,13.3,1920,1080,16.0,512.0,Windows 10,0.97,789.99,intel,intel
5642,dell,3928.0,13772.0,16.0,1920,1200,16.0,256.0,Windows 11,2.64,2073.2,intel,rtx
5643,hp,2169.0,4253.0,15.6,1366,768,8.0,64.0,Chrome OS,1.73,309.99,intel,intel
5644,dell,15084.0,2040.0,14.0,1920,1200,16.0,512.0,Windows 10,1.73,839.0,amd,ryzen
5646,lenovo,28003.0,7320.0,16.0,1920,1080,16.0,512.0,Windows 10,0.45,1789.0,intel,geforce
5647,lenovo,6978.0,1792.0,14.0,1920,1080,8.0,512.0,Windows 10,1.77,719.99,amd,radeon
5648,hp,26364.0,7108.0,15.6,1920,1080,16.0,512.0,Windows 11,1.37,1700.34,amd,radeon
5649,lenovo,17441.0,1476.0,17.3,1600,900,20.0,512.0,Windows 11,2.18,899.99,intel,intel
5650,apple,35380.0,13357.0,16.2,3456,2234,128.0,4096.0,MacOS,2.2,5999.0,apple,intel
5651,dell,13775.0,2690.0,15.6,1920,1080,32.0,512.0,Windows 11,1.77,1040.0,intel,intel
5652,dell,14812.0,16129.0,16.0,2560,1600,16.0,1000.0,Windows 11,3.64,1837.68,amd,radeon
5653,hp,7460.0,926.0,15.6,1920,1080,16.0,512.0,Windows 10,1.77,929.99,intel,intel
5654,dell,12421.0,12961.0,16.0,1920,1200,8.0,1000.0,Windows 11,2.05,1157.3,intel,geforce
5655,hp,2527.0,926.0,14.0,1920,1200,4.0,64.0,Chrome OS,1.86,427.0,intel,intel
