,Brand,Series,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
431,acer,PT14-51-78B4,Intel Intel Core i7 i7-13700H 5 GHz,NVIDIA GeForce RTX 4050,16 GB,14 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Home,3.75 Pounds,1189.99
432,Lenovo,Lenovo Legion,Intel Core i7 Family 2.6 GHz,NVIDIA GeForce GTX 1660Ti,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,5.4 Pounds,999.0
433,Lenovo,IdeaPad Gaming 3,AMD Ryzen 7 4800H 4.2 GHz,NVIDIA GeForce GTX 1650 Ti,32 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,4.8 Pounds,979.0
434,acer,PT515-51-75BH,Intel Core i7 Family Core i7-9750h 4.5 GHz,NVIDIA GeForce RTX 2060,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,4.41 Pounds,1199.99
435,HP,,Intel,Intel,16 GB,14 Inches,1920 x 1080 pixels,,No OS,4.9 Pounds,968.9
436,ASUS,ASUS TUF Gaming A17,AMD Ryzen 5 AMD Ryzen 5 4600H 2.5 GHz,NVIDIA GeForce GTX 1650,32 GB,17.3 Inches,1920 x 1080,2 TB SSD,Windows 11 Home,5 Pounds,1179.0
437,DELL,XPS 15,Intel Core i7 Family Intel Core i7-13700H 2.8 GHz,Intel Arc A370M,16 GB,15.6 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,4.2 Pounds,1699.0
438,MSI,Sword 15 A12UE,Intel Core i7 Family Intel Core i7-12650H 2.4 GHz,NVIDIA GeForce RTX 3060,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,,1289.99
439,Dell,G16 7630,Intel Intel Core i9 Intel Core i9-13900HX 3.1 GHz,NVIDIA GeForce RTX 4070,16 GB,16 Inches,2560 x 1600,2 TB SSD,Windows 10 Pro,,2319.0
440,MSI,Stealth GS66 12UGS-025,Intel Intel Core i9 i9-12900H 1.8 GHz,NVIDIA GeForce RTX 3070,32 GB,15.6 Inches,1920 x 1080 pixels,,Windows 11 Home,4.63 Pounds,2099.97
441,Lenovo,IdeaPad Gaming 3i,Intel Core i5 Family Intel Core i5-11300H 2 GHz,NVIDIA GeForce GTX 1650,24 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 10 Pro,5 Pounds,1089.0
442,MSI,Creator M16,Intel Core i7 Family Intel Core i7-12650H 2.9 GHz,NVIDIA GeForce RTX 3060,32 GB,16 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Pro,6.1 Pounds,1649.99
443,ASUS,Creator Laptop Q,Intel Core i7 Family Intel Core i7-13620H 2.9 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Pro,4 Pounds,1149.99
444,Dell,Precision 5770 Laptop,Intel Core i9 3.8 GHz,Nvidia RTX A3000,64 GB,17 Inches,3840x2400,2000 GB SSD,Windows 11 Home,8 Pounds,3100.23
445,HP,HP Omen 16T-WF000,Intel Core i7 Family Intel Core i7-13700HX 3 GHz,NVIDIA GeForce RTX 4060,64 GB,16.1 Inches,2560 x 1440,2 TB SSD,Windows 11 Pro,5.4 Pounds,2229.0
446,Lenovo,Legion 5,AMD Ryzen 7 AMD Ryzen 7 5800H 3.2 GHz,Nvidia Geforce GTX 3050 4GB,64 GB,17.3 Inches,1920x1080,2 TB SSD,Windows 10 Pro,6.55 Pounds,1579.99
447,ASUS,ROG STRIX G16,Intel Core i7 Intel Core i7-13650HX 3 GHz,NVIDIA GeForce RTX 4060,64 GB,15.6 Inches,1920 x 1200 pixels,4 TB SSD,Windows 11 Pro,5.5 Pounds,2499.99
448,Dell,,,Integrated,64 GB,16 Inches,,2 TB,Windows 11 Pro,,1759.0
449,Lenovo,Legion Pro 5i,Intel Intel Core i7 Intel Core i7-13700HX 3.1 GHz,NVIDIA GeForce RTX 4060,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Home,5.6 Pounds,1959.0
450,acer,Nitro 17,AMD AMD Ryzen 7 AMD Ryzen 7 7735HS 2.8 GHz,NVIDIA GeForce RTX 4050,16 GB,17.3 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,6.6 Pounds,1399.99
451,HP,15-F000,Intel Core i7 Family Intel Core i7-12650H 2.3 GHz,NVIDIA RTX 3050 TI 4GB GDDR6,32 GB,15.6 Inches,1920 x 1080 pixels,2 TB SSD,Windows 11 Pro,5.1 Pounds,1599.99
452,Dell,Inspiron 7620 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3060,32 GB,16 Inches,3072 x 1920 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,1655.17
453,DELL,G15 Gaming 5520,Intel Core i7 Family Intel Core i7-12700H 3 GHz,NVIDIA GeForce RTX 3060,16 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Pro,5.9 Pounds,1669.0
454,Acer,PT516-51S,Intel Core i7 Family i7-11800H 2.3 GHz,NVIDIA GeForce RTX 3060,64 GB,16 Inches,1920x1080,2 TB SSD,Windows 11 Pro,5.4 Pounds,2049.0
455,Dell,XPS 15,Intel Core i7 Family Intel Core i7-13700H 2.9 GHz,Intel Arc A370M,16 GB,15.6 Inches,1920 x 1200,1 TB SSD,Windows 11 Pro,4.2 Pounds,1809.0
456,Dell,Dell I3505,AMD Ryzen 5 Ryzen 5 3450U 2.1 GHz,AMD Radeon RX Vega 8,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Home,3.9 Pounds,599.99
457,acer,Nitro 5,Intel Core i5 Family i5-10300H 2.6 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920x1080,512 GB SSD,Windows 11 Pro,5.1 Pounds,949.0
458,MSI,Sword 17 A11UD-642,Intel Core i7 Core i7-11800H 4.6 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,17.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,9.3 Pounds,1168.98
459,MSI,Vector GP66 12UGS-267,Intel Intel Core i9 i9-12900H 1.8 GHz,NVIDIA,32 GB,15.66 Inches,2560 x 1440 pixels,,Windows 11 Home,5.25 Pounds,2100.99
460,Dell,Precision 7670 Laptop,Intel Core i9 3.6 GHz,Nvidia RTX A2000,16 GB,16 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Pro,5.8 Pounds,1996.1
461,MSI,Sword 15 A12VF,Intel Core i7 Family Intel Core i7-12650H 2.2 GHz,NVIDAI GeForce RTX 4060,32 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Home,5 Pounds,1509.0
462,ASUS,TUF Dash 15,Intel Core i7 Family Intel Core i7-11370H 3.1 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,4.4 Pounds,1229.0
463,ASUS,TUF Gaming F17,NVIDIA Core i5 Family Intel Core i5-11400H 2.7 GHz,NVIDIA GeForce RTX 3050,64 GB,17.3 Inches,1920 x 1800,4 TB SSD,Windows 10 Home,2.6 Kilograms,1639.0
464,Lenovo,LOQ 15,AMD AMD Ryzen 7 AMD Ryzen 7 7840HS 3.9 GHz,NVIDIA GeForce RTX 4050,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,,1049.0
465,acer,Nitro 5,AMD Ryzen 5 4600H 3 GHz,NVIDIA GeForce GTX 1650,8 GB,15.6 Inches,1920 x 1080 pixels,1 TB HDD,Windows 10,,857.0
466,Dell,Alienware X17 R2 Laptop,Intel Core i9 3.8 GHz,NVIDIA GeForce RTX 3080 Ti,64 GB,17.3 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,2528.42
467,Dell,XPS 15 9520,Intel Core i7 Family i7-12700H 2.9 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,15.6 Inches,1920x1200,1 TB SSD,Windows 11 Pro,130 Pounds,2299.0
468,MSI,Creator M16,Intel Core i7 Family 13th Intel Core i7-13620H 3.1 GHz,NVIDIA GeForce RTX 4060,32 GB,16 Inches,2560 x 1600,4 TB SSD,Windows 11 Home,5 Pounds,2399.0
469,ASUS,Creator Laptop Q,Intel Core i7 Family Intel Core i7-13620H 2.9 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Pro,3.7 Pounds,1329.99
470,ASUS,Vivobook 16X,Intel Intel Core i9 Intel Core i9-13900H 2.9 GHz,NVIDIA GeForce RTX 3050,8 GB,16 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro,4 Pounds,1399.0
471,MSI,MSI Cyborg,Intel Core i7-12650H Intel Core i7 12650H 2.3 GHz,NVIDIA GeForce RTX 4060,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,4.37 Pounds,949.49
472,MSI,Cyborg 15 A12VF,Intel Core i7 Family Intel Core i7-12650H 3.1 GHz,NVIDIA GeForce RTX 4060,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Pro,4.4 Pounds,1149.0
473,HP Tuners,,,Integrated,32 GB,16.1 Inches,,,No OS,,1099.0
474,HP,HP Pavilion 15T-EG300,Intel Core i7 Family Intel Core i7-1355U 3 GHz,NVIDIA GeForce MX550,32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,3.9 Pounds,1119.0
475,HP,,Intel Core i5 3.4 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,5.06 Pounds,717.99
476,acer,Nitro 5,Intel Core i5 i7 2.5 GHz,NVIDIA GeForce GTX 1650 Ti,16 GB,17.3 Inches,1920x1080,512 GB SSD,Windows 10 Home,7 Pounds,879.0
477,Alienware,Alienware x15 R2,Intel Core i7 Family 12th Generation Intel® Core™ i7-12700H Processor 4.7 GHz,NVIDIA GeForce RTX 3070 Ti,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,5.2 Pounds,1749.0
478,HP,,Intel Core i5 3.4 GHz,NVIDIA GeForce RTX 3050,6 GB,15.6 Inches,1920 x 1080 pixels,2 TB SSD,Windows 11 Pro,5.1 Pounds,849.0
479,MSI,GF76 12UE,Intel Core i7 Family Intel i7-12700H 2.9 GHz,NVIDIA GeForce RTX 3060,16 GB,17.3 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,6 Pounds,1499.0
480,ASUS,Creator Laptop Q,Intel Core i7 Family Intel Core i7-13620H 2.9 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,5.5 Pounds,1088.88
481,ASUS,Creator Laptop Q,Intel Core i7 Family Intel Core i7-13620H 2.9 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Home,4 Pounds,1279.99
482,HP,OMEN by HP 17 inch Laptop PC 17-cm2020nr,Intel Core i7 13th Generation Intel® Core™ i7-13700HX 5 GHz,NVIDIA GeForce RTX 4070 8 GB,16 GB,17.3 Inches,2560 x 1440 pixels,,Windows 11 Home,6.2 Pounds,1469.99
483,lenovo,Y40,,AMD Radeon R9 M275,8 GB,14 Inches,1920 x 1080 pixels,1 TB hybrid_drive,Windows 8,3 Kilograms,459.0
484,HP,Envy 16-H100,Intel Intel Core i9 Intel Core i9-13900H 3.2 GHz,NVIDIA GeForce RTX 4060,16 GB,16 Inches,2560 x 1600,4 TB SSD,Windows 11 Home,,2369.0
485,Lenovo,ThinkPad P14s G2 20VX,Intel Core i7 Family Intel Core i7-1185G7 3.1 GHz,NVIDIA T500,32 GB,14 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,3.2 Pounds,1294.43
486,acer,AN16-41-R5KC,AMD Ryzen 9 Ryzen 9 7940HS 5.2 GHz,NVIDIA GeForce RTX 4070,16 GB,16 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Home,5.95 Pounds,1665.94
487,acer,Swift X SFX14,Intel Core i7 Family Intel Core i7-1260P 3 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,14 Inches,2240x1440,1 TB SSD,Windows 11 Home,3.1 Pounds,1299.99
488,acer,AN16-41-R5KC,AMD Ryzen 9 Ryzen 9 7940HS 5.2 GHz,NVIDIA GeForce RTX 4070,16 GB,16 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Home,6 Pounds,1715.99
489,Mavark,M18 Gaming Laptop,,NVIDIA GeForce RTX 4090,32 GB,18 Inches,2560 x 1600 pixels,2 TB,Windows 11 Professional,,5299.0
490,Dell,Dell Inspiron,Intel Intel Core i5 B09MC3WH8R 3.6 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11,,410.0
491,Dell,Dell 5000,Intel Core i7 1255U 1.7 GHz,NVIDIA GeForce MX574,32 GB,16 Inches,1920 x 1200 pixels,2 TB SSD,Windows 11 Pro,,1099.0
492,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Home,8 Pounds,1599.0
493,MSI,CreatorPro X17 A12UKS-059,Intel Core i9 Core i9-12900HX 5 GHz,NVIDIA Quadro RTX 3000,32 GB,17.3 Inches,3840 x 2160 pixels,1 TB SSD,Windows 11,11.44 Pounds,3649.0
494,MSI,WS76 11UM-468,Intel Core i9 i9-11900H 2.5 GHz,NVIDIA Quadro RTX A5000,64 GB,17.3 Inches,1920 x 1080,1 TB SSD,Windows 10 Pro,5.4 Pounds,4031.04
495,MSI,Summit E16Flip A11UCT-019,Intel Core i7 Family i7-1195G7 2.9 GHz,NVIDIA GeForce RTX 3050,16 GB,16 Inches,2560 x 1600 pixels,1 TB SSD,Windows 10 Pro,4.19 Pounds,2118.99
496,acer,PT315-53,Intel Core i7 Family Intel i7-11800H 2.3 GHz,NVIDIA GeForce RTX 3060,32 GB,15.6 Inches,1920x1080,2 TB SSD,Windows 11 Home,4.4 Pounds,1989.99
497,acer,,AMD Ryzen 5 3 GHz,AMD,32 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10,5.3 Pounds,1099.0
498,Dell,Alienware m15 R7 Laptop,Intel Core i9 3.8 GHz,NVIDIA GeForce RTX 3070 Ti,64 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,2178.6
499,HP,HP VICTUS 15,Intel Core i7 Family 3 GHz,Nvidia RTX 3050 Ti 4GB,16 GB,15.6 Inches,1920x1080,512 GB SSD,Windows 11 Home,5.1 Pounds,1199.0
500,Lenovo,Slim 7i,Intel Core i7 12700H 2.3 GHz,Intel Arc A370M Graphics,16 GB,16 Inches,2560 x 1600,,Windows 11 Home,7.4 Pounds,899.99
501,MSI,Vector GP76 12UE-270,Intel Core i7 i7-12700H 1.7 GHz,NVIDIA GeForce RTX 3060,16 GB,17.3 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,9.5 Pounds,1899.0
502,ASUS,Zenbook 15,AMD Ryzen 9 AMD Ryzen 7 5900HX 3.3 GHz,GeForce RTX 3050 Ti 4GB GDDR6,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,4.4 Pounds,1499.99
503,ASUS,ASUS Vivobook 16X,Intel Intel Core i9 Intel Core i9-13900H 3 GHz,NVIDIA GeForce RTX 3050,40 GB,16 Inches,1920 x 1200,1 TB SSD,Windows 11 Pro,4 Pounds,1619.0
504,ASUS,Vivobook Pro 16X,Intel Core i7 Family Intel Core i7-12650H 3 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 10 Home,4.4 Pounds,1399.0
505,HP,Omen 17T-CK200,Intel Intel Core i9 Intel Core i9-13900HX 3.1 GHz,NVIDIA GeForce RTX 4090,32 GB,17.3 Inches,2560 x 1440,1 TB SSD,Windows 11 Pro,,3699.0
506,DELL,Alienware m16 R1,Intel Core i7 Family Intel Core i7-13700HX 3.1 GHz,NVIDIA GeForce RTX 4070,16 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Home,7.3 Pounds,2099.0
507,Lenovo,Legion Pro 7i Gen 8,AMD AMD Ryzen 7 R7 6800H 3.9 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Home,6.2 Pounds,2499.0
508,Best Notebooks,i7620-7648GRE-PUS,Intel Intel Core i7 12th Gen Intel Core i7-1260P 4.7 GHz,"GeForce MX550, 2 GB GDDR6",64 GB,16 Inches,3840 x 2160 pixels,2 TB SSD,Windows 11 Pro,2.1 Kilograms,2299.0
509,Lenovo,Legion Pro 5,AMD Ryzen 7 AMD Ryzen 7 7745HX 3.6 GHz,Nvidia Geforce RTX 4060 8GB,32 GB,16 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Pro,5.5 Pounds,1929.99
510,MSI,Cyborg 15 A13VE,Intel Core i7 Family i7-13650H 2.9 GHz,NVIDIA GeForce RTX 4050,32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,6.7 Pounds,1359.0
511,ASUS,Vivobook 16X,Intel Intel Core i9 Intel Core i9-13900H 3.2 GHz,NVIDIA GeForce RTX 4050,48 GB,16 Inches,1920 x 1200,2 TB SSD,Windows 11 Pro,,1909.0
512,acer,Nitro 17,AMD Ryzen 7 AMD Ryzen 7 7735HS 3 GHz,NVIDIA GeForce RTX 4050,32 GB,17.3 Inches,1920 x 1080,1 TB SSD,Windows 10 Pro,6.6 Pounds,1499.0
513,MSI,MSI Cyborg 15 A13VE,Intel Core i7 Family Intel Core i7-13650H 3 GHz,NVIDIA GeForce RTX 4050,64 GB,15.6 Inches,1920 x 1080,4 TB SSD,Windows 11 Pro,6.7 Pounds,1929.0
514,Dell,M15,AMD Ryzen 9 AMD 4.3 GHz,NVIDIA GeForce RTX 3070,64 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11,3.93 Pounds,2659.0
515,Best Notebooks,XPS 17 9720,,NVIDIA,32 GB,17 Inches,3840 x 2400,8 TB,Windows 11 Pro,5.5 Pounds,5299.0
516,HP,Pavilion 15T-EG300,Intel Core i7 Family Intel Core i7-1355U 3.2 GHz,NVIDIA GeForce MX550,32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,,1169.0
517,Dell,G16 7620,Intel Core i7 Family Intel Core i7-12700H 3 GHz,NVIDIA GeForce RTX 3050 Ti,64 GB,16 Inches,2560x1600,4 TB SSD,Windows 11 Pro,5.4 Pounds,2119.99
518,ASUS,ASUS TUF Dash F15,Intel Core i7 Family i7-12650H 2.9 GHz,NVIDIA GeForce RTX 3070,32 GB,15.6 Inches,1920x1080,1 TB SSD,Windows 11 Pro,4.4 Pounds,1789.0
519,MSI,Stealth GS77 12UE-046,Intel Core i7 i7-12700H 1.7 GHz,NVIDIA GeForce RTX 3060,16 GB,17.3 Inches,1920 x 1080 pixels,,Windows 11 Home,6.17 Pounds,1453.27
520,ASUS,G531GT-BI7N6,Intel Intel Core i7 Intel Hexa-Core i7-9750H 2.6 GHz,NVIDIA GeForce GTX 1650,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10,5.3 Pounds,999.0
521,Dell,Precision 7770 Laptop,Intel Core i9 3.6 GHz,NVIDIA GeForce GTX 1050,32 GB,17.3 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,2585.75
522,HP,HP - OMEN,Intel Intel Core i7 Intel Core i7 13700H 5 GHz,NVIDIA GeForce RTX 4060,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10,5.33 Pounds,1126.9
523,Dell,Alienware X14 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3060,32 GB,14 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Home,8 Pounds,1913.02
524,Asus Laptops,Zenbook 14,AMD Ryzen 5 Ryzen 5 5500U 2.1 GHz,NVIDIA GeForce MX450,8 GB,14 Inches,1920x1080,256 GB SSD,Windows 10,4.9 Pounds,595.94
525,Lenovo,Legion Pro 5i,Intel Core i7 Family Intel Core i7-13700HX 2.9 GHz,NVIDIA GeForce RTX 4060,64 GB,16 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Home,5.6 Pounds,2159.0
526,MSI,CPROM15843,Intel Core i7 Family Core i7-11800H 2.4,NVIDIA GeForce GTX 1050,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,6.3 Pounds,1246.47
527,Apple,,Apple,Intel,16 GB,13.3 Inches,2560 x 1600 pixels,1 TB,Mac OS,6.1 Pounds,1899.0
528,Best Notebooks,XPS 15 9520,Intel Intel Core i9 Intel Core i9-12900HK 5 GHz,"GeForce RTX 3050 Ti, 4 GB GDDR6",64 GB,15.6,1920 x 1200 pixels,8 TB SSD,Windows 11 Pro,4.5 Pounds,5999.0
529,Dell,GTX 1650,Intel Mobile CPU 2.6 GHz,Nvidia,16 GB,15.6 Inches,3840 x 2160 pixels,512 GB SSD,Windows 10 Home,3.9 Pounds,995.0
530,acer,Nitro 5 AN515,Intel Core i7 Family Intel Core i7-12700H 2.6 GHz,NVIDIA GeForce RTX 3060,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,5.5 Pounds,1399.0
531,Dell,Dell XPS 15 9710 Laptop,Intel Intel Core i7 i7-11800H 2.3 GHz,NVIDIA Quadro GTX 3050 4GB GDDR6,32 GB,17 Inches,1920 x 1200 pixels,1 TB SSD,Windows 11 Pro,4.6 Pounds,1946.99
532,Lenovo,LOQ 15APH8,AMD R Series 3.8 GHz,NVIDIA GeForce RTX 4050,8 GB,15.6 Inches,1920x1080,512 GB,Windows 11 Home,5.4 Pounds,889.49
533,Lenovo,Legion 5 15ARP8,AMD AMD Ryzen 7 AMD Ryzen 7 7735HS 3.2 GHz,NVIDIA GeForce RTX 4060,16 GB,15.6 Inches,2560 x 1440,1 TB SSD,Windows 11 Pro,,1529.0
534,MSI,CreatorPro M15 A11UIS-1292US,Intel Core i7 i7-11800H 2.4 GHz,NVIDIA,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,4.09 Pounds,1099.0
535,Lenovo,Yoga 7 16IAH7,Intel Core i7 i7-12700H 4.7 GHz,Intel Arc A370M 4GB GDDR6,16 GB,16,2560 x 1600,1 TB SSD,Windows 11 Home,4.8 Pounds,1499.99
536,ASUS,ROG Strix G15,AMD AMD Ryzen 7 AMD Ryzen 7 4800H 3.1 GHz,NVIDIA GeForce RTX 3060,16 GB,15.6 Inches,1920 x 1080 pixels,2 TB SSD,Windows 10 Home,5.1 Pounds,1349.0
537,MSI,Creator M16,Intel Core i7 Family Intel Core i7-12650H 3.1 GHz,NVIDIA GeForce RTX 3060,64 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Pro,,1809.0
538,acer,GeForce RTX 3050 Ti,Intel,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB,Windows 11,,947.51
539,Lenovo,Legion Pro 5,Intel Intel Core i7 Intel Core i7-13700HX 2.1 GHz,NVIDIA GeForce RTX 4060,16 GB,16 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Pro,5.6 Pounds,1909.99
540,HP,Pavilion 15-EG300,Intel Core i7 Family Intel Core i7-1355U 3.1 GHz,"NVIDIA GeForce MX550 Graphics, 2GB",32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,,1139.0
541,MSI,B13VF,Intel Core i7 Family 13th Intel Core i7-13620H 2.9 GHz,NVIDIA GeForce RTX 4060,64 GB,16 Inches,2560 x 1600,4 TB SSD,Windows 10 Pro,5 Pounds,2589.0
542,MSI,GF63 Thin 10SCXR,Intel Core i5 Family Intel Core i5-10500H 2.5 GHz,NVIDIA GeForce GTX 1650,64 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Pro,4.1 Pounds,879.99
543,Lenovo,ThinkPad P14s Gen 2,Intel Core i7 Family Intel Core i7-1185G7 3.2 GHz,NVIDIA Quadro T500 Graphics,16 GB,14 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,3.2 Pounds,1209.0
544,MSI,Cyborg 15 A12VF,Intel Core i7 Family Intel Core i7-12650H 2.9 GHz,NVIDIA GeForce RTX 4060,8 GB,15.6 Inches,1920 x 1080 pixels,4 TB SSD,Windows 10 Pro,4.4 Pounds,1678.88
545,HP,Victus Gaming 15-FA100,Intel Core i5 Family Intel Core i5-13420H 2.4 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Pro,,839.0
546,ASUS,ASUS TUF Dash F15 Laptop,Intel Core i7 Family i7-12650H 3.1 GHz,NVIDIA GeForce RTX 3050,64 GB,15.6 Inches,2560x1440,4 TB SSD,Windows 11 Pro,,2039.0
547,acer,PH315-52-78VL,Intel Core i7 Core i7-9750h 4.5 GHz,"NVIDIA GeForce GTX 1660 Ti,NVidia GTX 1660 Ti 6GB",16 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,5.07 Pounds,1049.99
548,acer,PH315-52-78VL,Intel Core i7 Core i7-9750h 4.5 GHz,"NVIDIA GeForce GTX 1660 Ti,NVidia GTX 1660 Ti 6GB",16 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,5.1 Pounds,1049.99
549,MSI,Stealth 17Studio A13VG-019US,Intel Core i9 i9-13900H 2.6 GHz,NVIDIA GeForce RTX 4070,16 GB,17.3 Inches,2560 x 1440,1 TB SSD,Windows 11 Pro,6.2 Pounds,1849.0
550,HP,HP Victus,Intel Core i7 i7 13700H 4.7 GHz,NVIDIA GeForce RTX 4070,16 GB,16.1 Inches,1920 x 1080 pixels,,Windows 11 Home,,1219.49
551,ASUS,VivoBook Pro 15,Intel Intel Core i7 Intel Core i7-12650H 4.7 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,4 Pounds,1199.99
552,acer,CBE5951T50MA,Intel Core i3 1215U 1.2 GHz,Intel,8 GB,15.6 Inches,1920 x 1080 pixels,,Windows 11 Home,,849.99
553,Dell,XPS 9530 Laptop,Intel Core i7 3.7 GHz,NVIDIA GeForce RTX 4050,32 GB,15.6 Inches,1920 x 1200 pixels,2000 GB SSD,Windows 11 Home,8 Pounds,1953.76
554,Dell,G15 5520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3060,16 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,1098.0
555,Dell,Precision 5770 Laptop,Intel Core i7 3.5 GHz,Nvidia RTX A2000,32 GB,17 Inches,1920 x 1200 pixels,2000 GB SSD,Windows 11 Pro,8 Pounds,2402.39
556,ASUS,TUF FX505DT,AMD Ryzen 5 3550H R5-3550H 3.7 GHz,NVIDIA GeForce GTX 1650,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,4.8 Pounds,767.0
557,Dell,V7500-i7,Intel Core i7 Family Intel Core i7-12700H 2.1 GHz,NVIDIA GeForce RTX 3050 4GB DDR6,16 GB,16 Inches,1920 x 1200 pixels,512 GB SSD,Windows 10 Pro,4.1 Pounds,979.99
