,Brand,Series,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
901,Dell,XPS 15 7590,Intel Core Duo 2.4 GHz,NVIDIA GeForce GTX 1650,32 GB,15.6 Inches,3840 x 2160 pixels,1 TB SSD,Windows 10 Pro,,2499.0
902,ASUS,Vivobook 16,Intel Core i7 Family Intel Core i7-13700H 3.1 GHz,NVIDIA GeForce RTX 4060,32 GB,16 Inches,1920 x 1200,2 TB SSD,Windows 11 Home,,1699.0
903,acer,Acer Predator Series,Intel,NVIDIA GeForce RTX 2060,16 GB,15.6 Inches,,,Windows 10 Home,5.51 Pounds,1399.0
904,ASUS,TUF Gaming A17,AMD Ryzen 5 AMD Ryzen 5 4600H 2.4 GHz,NVIDIA GeForce GTX 1650,32 GB,17.3 Inches,1920 x 1080,4 TB SSD,Windows 11 Pro,5.73 Pounds,1429.0
905,acer,Aspire 7,Intel Core i5 Family Intel Core i5-1240P 2.5 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,,819.0
906,LENOVO,82KT00GVUS,AMD Ryzen 5 AMD Ryzen 5 5500U 2.1 GHz,AMD Radeon 7 Integrated Graphics,36 GB,14 Inches,1920x1080,1 TB SSD,Windows 11 Home,3.3 Pounds,1099.99
907,MSI,Raider GE76 12UE,Intel Intel Core i9 Intel Core i9-12900H 2.6 GHz,NVIDIA GeForce RTX 3060,16 GB,17.3 Inches,1920 x 1080,2 TB SSD,Windows 11 Pro,,2169.0
908,MSI,Sword 15 A12VE,Intel Core i7 Family Intel Core i7-12650H 2.4 GHz,NVIDIA GeForce RTX 4050,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,,1209.0
909,ASUS,TUF Dash F15,Intel Core i7 Family Intel Core i7-12650H 3 GHz,NVIDIA GeForce RTX 3070,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,4.41 Pounds,1549.0
910,MSI,Stealth 15M B12UE,Intel Core i7 Family Intel Core i7-1260P 3.1 GHz,NVIDIA GeForce RTX 3060,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,3.97 Pounds,1399.0
911,HP,HP Omen 16T-K000,Intel Intel Core i9 Intel Core i9-12900H 3 GHz,NVIDIA GeForce RTX 3060,16 GB,16.1 Inches,2560 x 1440,1 TB SSD,Windows 11 Pro,5.2 Pounds,1549.0
912,Dell,XPS 15 7590,Intel Core i7 Family Core i7-9750h 4.5 GHz,NVIDIA GeForce GTX 1650,16 GB,15.6 Inches,3840 x 2160 pixels,1 TB SSD,Windows 10,5.5 Pounds,1999.0
913,Dell,Dell XPS,,NVIDIA GeForce GTX 3050,16 GB,15.6 Inches,1920 x 1080 pixels,,Windows 10 Home,29 Pounds,2725.76
914,Dell,Dell XPS 15 9510 Laptop,Intel Intel Core i9 i9-11900H 2.5 GHz,NVIDIA Quadro 3050 6GB GDDR6,64 GB,15.6 Inches,3456 x 2160,2.5 TB SSD,Windows 10,4.6 Pounds,2534.28
915,Dell,Alienware m17 Ryzen Edition R5 Laptop,AMD Ryzen 7 3.3 GHz,NVIDIA GeForce RTX 3060,32 GB,17.3 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1632.93
916,Acer,Acer Nitro,Intel,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,,997.51
917,ASUS,UX433FN-IH74,Intel Intel Core i7 Core i7-8565u 4.6 GHz,NVIDIA GeForce MX150,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,2.4 Pounds,1477.0
918,Lenovo,Yoga 3 80JH0025US,Intel Core i5 Core i5-5200u 2.7 GHz,Intel HD Graphics 5500,8 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 8.1,3.5 Pounds,699.0
919,MSI,Raider GE68HX 13VG-082US,Intel Core i9 i9-13980HX 2.2 GHz,NVIDIA GeForce RTX 4070,32 GB,16 Inches,2560 x 1600 pixels,2 TB SSD,Windows 11 Pro,11.48 Pounds,2499.0
920,Dell,Precision,Intel Core i7 Family 2.6 GHz,Quadro P1000,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,5.7 Pounds,615.49
921,MSI,Summit E15 A11SCST-461,Intel Core i7 Family i7-1185G7 1.2 GHz,NVIDIA GeForce GTX 1650,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 10 Pro,3.6 Pounds,1799.0
922,HP,HP Stream,Intel 8032 Pentium N5000,Intel UHD Graphics 605,4 GB,11.6 Inches,1366 x 768 pixels,,Windows 10,2.8 Pounds,284.07
923,Acer,Aspire 7,AMD Ryzen 5 AMD Ryzen 5 5625U 2.2 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,,729.0
924,acer,Aspire 7,AMD Ryzen 5 AMD Ryzen 5 5625U 2.4 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 11 Home,4.74 Pounds,699.0
925,Dell,Dell G15 Laptop,AMD Ryzen 7 R7 6800H 3.3 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,15.6 Inches,1920x1080,1 TB SSD,Windows 10 Pro,5.56 Pounds,1419.0
926,Dell,G15 5520,Intel Core i7 Family Intel Core i7-12700H 3.6 GHz,NVIDIA GeForce RTX 3060,32 GB,15.6 Inches,1920 x 1080 pixels,2 TB SSD,Windows 11 Pro,8 Pounds,1399.0
927,MSI,,,Integrated,16 GB,16 Inches,,1 TB,Windows 11 Pro,,1949.0
928,ASUS,ROG Strix G16,Intel Core i7 Family Intel Core i7-13650HX 4.9 GHz,NVIDIA GeForce RTX 4060,64 GB,16 Inches,1920x1200,2 TB SSD,Windows 10 Home,5.39 Pounds,2279.0
929,Best Notebooks,"Yoga 7i 16""",Intel Intel Core i7 Intel Core i7-12700H 4.7 GHz,Intel,32 GB,16 Inches,2560 x 1600 pixels,1 TB,Windows 11 Pro,,2399.0
930,Lenovo,IdeaPad Gaming 3i,Intel Core i5 Family Intel Core i5-11300H 2.3 GHz,NVIDIA GeForce GTX 1650,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,4.96 Pounds,819.0
931,MSI,Raider GE78HX SmartTP 13VG-057US,Intel Core i9 i9-13980HX 2.2 GHz,NVIDIA GeForce RTX 4070,32 GB,17 Inches,2560 x 1600 pixels,2 TB SSD,Windows 11 Pro,11.6 Pounds,2599.99
932,Dell,Dell G15 5515 Ryzen Edition Gaming Laptop 3050,AMD Ryzen 5 5600H Ryzen 5 5600H 3.3 GHz,Dedicated NVIDIA GeForce RTX 3050 4GB,32 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10,5.39 Pounds,1196.57
933,Dell,G15 5525 Laptop,AMD Ryzen 7 3.3 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Pro,5.55 Pounds,974.9
934,Dell,G16 7620 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3060,16 GB,16 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Pro,5.38 Pounds,1189.9
935,MSI,Creator Z16 Fujiwara Hiroshi Limited Edition A11UE-226,Intel Core i7 Core i7-11800H 4.6 GHz,NVIDIA GeForce RTX 3060,16 GB,16 Inches,2560 x 1600 pixels,1 MB SSD,Win 10 Pro / Free upgrade to Win 11,9.7 Pounds,1649.0
936,Dell,Vostro 7620 Laptop,Intel Core i7,NVIDIA GeForce RTX 3050,,16 Inches,1920 x 1200 pixels,2000 GB SSD,Windows 10 Home,4.46 Pounds,1252.01
937,Dell,Dell XPS,Intel,NVIDIA GeForce GTX 1650 Ti,32 GB,15.6 Inches,1920 x 1200,1 TB SSD,Windows 10 Pro,,1599.99
938,Dell,Alienware m17 Ryzen Edition R5 Laptop,AMD Ryzen 7 3.3 GHz,NVIDIA GeForce RTX 3070 Ti,64 GB,17.3 Inches,1920 x 1080 pixels,4000 GB SSD,Windows 11 Home,8 Pounds,2598.74
939,Dell,G15 Gaming 5520,Intel Core i7 Family Intel Core i7-12700H 3 GHz,NVIDIA GeForce RTX 3060,32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Home,5.9 Pounds,1599.0
940,Dell,Alienware X17 R2 Laptop,Intel Core i9 3.8 GHz,NVIDIA GeForce RTX 3070 Ti,64 GB,17.3 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Pro,8 Pounds,2415.95
941,MSI,,Intel Core i7 1.7 GHz,NVIDIA GeForce RTX 3060,16 GB,17.3 Inches,1920 x 1080 pixels,512 GB,Windows 11 Home,5.73 Pounds,1137.67
942,MSI,GF65 Thin 9SD,Intel Core i5 Family Intel Core i5-9300H 2.6 GHz,NVIDIA GeForce GTX 1660Ti,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,4.1 Pounds,849.0
943,Dell,Inspiron 3535 Laptop,AMD Ryzen 7,AMD,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,8 Pounds,712.13
944,Dell,Inspiron 5630 Laptop,Intel Core i7,NVIDIA GeForce RTX 2050,16 GB,16 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Home,4.08 Pounds,1258.39
945,Dell,Dell XPS 9510,Intel Core i7 i7-11800H 2.3 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1200 pixels,2000 GB SSD,Windows 11 Pro,29 Pounds,2175.99
946,Dell,Precision 7670 Laptop,Intel Core i7 3.4 GHz,Nvidia RTX A1000,32 GB,16 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Pro,5.75 Pounds,1979.99
947,acer,CBE5951T58XN,Intel Core i3 1215U 1.2 GHz,Intel Iris Xe Graphics,8 GB,15.6 Inches,1920 x 1080,,Chrome OS,5.6 Pounds,949.99
948,Acer,,Intel,NVIDIA GeForce RTX 4070,16 GB,,2560 x 1440 pixels,1 TB,Windows 10 Home,,1754.14
949,MSI,,Intel Core i7 4.6 GHz,NVIDIA GeForce RTX 3060,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10,4.6 Pounds,1099.99
950,Dell,Dell-7855-G7-512SSD,Intel Core i7 2.2 GHz,NVIDIA GeForce GTX 1060,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,6.2 Pounds,1795.0
951,acer,Aspire 7,Intel Core i5 Family Intel Core i5-1240P 2.4 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,4.63 Pounds,819.0
952,Acer,Aspire 7,Intel Core i5 Family Intel Core i5-1240P 2.5 GHz,NVIDIA GeForce RTX 3050,32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,2.1 Kilograms,909.0
953,Acer,Aspire 7,Intel Core i5 Family Intel Core i5-1240P 2.5 GHz,NVIDIA GeForce RTX 3050,32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Home,2.1 Kilograms,909.0
954,Lenovo,LOQ 82XW,Intel Core i7 Family 13th Generation Intel Core i7-13620H 2.5 GHz,NVIDIA GeForce RTX 4050,24 GB,16 Inches,1920 x 1200,2 TB SSD,Windows 10 Home,,1519.0
955,MSI,Pulse GL66 12UGKV,Intel Core i7 Family Intel Core i7-12700H 2.8 GHz,NVIDIA GeForce RTX 3070,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,4.96 Pounds,1589.0
956,Dell,Precision 3571 Laptop,Intel Core i7 3.5 GHz,Nvidia RTX A1000,32 GB,15.6 Inches,1366 x 768 pixels,512 GB SSD,Windows 11 Pro,8 Pounds,1443.74
957,Lenovo,Legion 5,AMD Ryzen 7 AMD Ryzen 7 6800H 2.6 GHz,NVIDIA GeForce RTX 3070 Ti,32 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 10 Home,5.3 Pounds,1919.0
958,Dell,Precision 7780 Laptop,Intel Core i7,NVIDIA GeForce RTX 5000,,17 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,4362.24
959,ASUS,ASUS ZenBook,,NVIDIA GeForce MX150,8 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10,5 Pounds,849.99
960,HP,Victus Gaming 15,Intel Core i7 Family Intel Core i7-12650H 2.6 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,,1199.0
961,HP,Omen 17T-CK200,Intel Intel Core i9 Intel Core i9-13900HX 3.1 GHz,NVIDIA GeForce RTX 4090,32 GB,17.3 Inches,2560 x 1440,1 TB SSD,Windows 10 Pro,2.8 Kilograms,3499.0
962,Acer,Nitro 17,AMD Ryzen 7 AMD Ryzen 7 7735HS 3 GHz,NVIDIA GeForce RTX 4050,64 GB,17.3 Inches,1920 x 1080,2 TB SSD,Windows 11 Pro,,1819.0
963,GIGABYTE,G5 MD-51US123SH,Intel Intel Mobile CPU i5-11400H 4.5 GHz,"NVIDIA GeForce RTX 3050 Ti Laptop GPU,NVIDIA GeForce RTX 3050 Ti Laptop GPUBoost Clock 1500 MHz & Max Graphics Power of 75W",16 GB,15.6,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,4.85 Pounds,949.99
964,MSI,GL66 12UGK,Intel Core i7 Family Intel Core i7-12700H 2.3 GHz,NVIDIA GeForce RTX 3070 8GB DDR6,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 10 Home,6 Pounds,1799.99
965,MSI,Sword 15 A12UC,Intel Core i7 Family Intel Core i5-12450H 2.3 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 10 Home,6 Pounds,1279.99
966,Asus,ROG Zephyrus G14,AMD AMD Ryzen 7 Ryzen 7 5800HS 2.9 GHz,NVIDIA,8 GB,14 Inches,,512 GB SSD,Windows 10 Home,1.7 Kilograms,1137.0
967,Dell,Alienware m15 R7 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3080 Ti,64 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1951.94
968,MSI,Pulse GL76 12UEK-052,Intel Core i7 i7-12700H 1.7 GHz,NVIDIA GeForce RTX 3060,16 GB,17.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,7.49 Pounds,1188.0
969,acer,Acer Nitro,Intel 5X86 Core i5-9300H 1 GHz,GTX 1650,8 GB,15.6 Inches,1366 x 768 pixels,"1 TB SSD, HDD",Windows 10 Home,5.5 Pounds,689.0
970,Dell,Precision 7670 Laptop,Intel Core i9 3.6 GHz,Nvidia RTX A1000,32 GB,16 Inches,1920 x 1200 pixels,2000 GB SSD,Windows 11 Pro,5.75 Pounds,2240.51
971,MSI,,,Integrated,16 GB,16 Inches,,1 TB,Windows 11 Pro,,1949.0
972,HP,Envy 17T-CH200,Intel Core i7 Family Intel Core i7-1255U 2.9 GHz,NVIDIA GeForce MX550,64 GB,17.3 Inches,1920 x 1080,4 TB Hybrid,Windows 11 Pro,5.6 Pounds,2109.0
973,Lenovo,IdeaPad Gaming 3i,Intel Core i5 Family Intel Core i5-11300H 2.2 GHz,NVIDIA GeForce GTX 1650,12 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,4.96 Pounds,799.0
974,Dell,,,Intel HD Graphics 520,8 GB,15.6 Inches,1366 x 768 pixels,,No OS,3.7 Pounds,924.46
975,Dell,,,Integrated,16 GB,14 Inches,1920 x 1080 pixels,,No OS,8 Pounds,889.34
976,Dell,G15 5530,Intel Core i7 Family Intel Core i7-13650HX 2.9 GHz,NVIDIA GeForce RTX 4050,8 GB,15.6 Inches,1920 x 1080,8 TB SSD,Windows 11 Pro,,2259.0
977,DELL,G15,Intel Core i7 Family Intel Core i7-12700H 3.5 GHz,NVIDIA GeForce RTX 3060,32 GB,15.6 Inches,1920x1080,1 TB SSD,Windows 11 Pro,2.44 Kilograms,1779.99
978,Lenovo,Legion 5 15ARP8,AMD AMD Ryzen 7 AMD Ryzen 7 7735HS 3.4 GHz,NVIDIA GeForce RTX 4060,16 GB,15.6 Inches,2560 x 1440,512 GB SSD,Windows 11 Pro,5.3 Pounds,1369.0
979,acer,Aspire 7,AMD Ryzen 5 AMD Ryzen 5 5625U 2.1 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,4.74 Pounds,829.0
980,acer,Acer Nitro 5 AN515,Intel Core i7 Family Intel Core i7-12650H 2.8 GHz,NVIDIA GeForce RTX 4060,32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,,1479.0
981,ASUS,TUF FX505DV,Intel AMD Ryzen 7 Ryzen 7 3750H 4 GHz,NVIDIA GeForce RTX 2060,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,4.85 Pounds,849.99
982,Dell,Alienware X14 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3060,16 GB,14 Inches,1920 x 1080 pixels,4000 GB SSD,Windows 11 Home,8 Pounds,1995.69
983,ASUS,ROG STRIX SCAR,AMD Ryzen 9 Ryzen 9 5900HX 3.2 GHz,NVIDIA GeForce RTX 3080,16 GB,15.6 Inches,1920x1080,1 TB SSD,Windows 11 Pro,5.06 Pounds,2049.0
984,Dell,G16,Intel Core i7 Family i7-12700H 3.1 GHz,NVIDIA GeForce RTX 3050 Ti,32 GB,15.6 Inches,2560*1600,2 TB SSD,Windows 10 Pro,5.95 Pounds,1849.0
985,HP,Victus Gaming 15-FA000,Intel Core i5 Family Intel Core i5-12450H 2.3 GHz,NVIDIA GeForce GTX 1650,32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Home,,939.0
986,Dell,Alienware m16 Ryzen Edition Laptop,AMD Ryzen 7,AMD Radeon RX 7600,16 GB,16 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1837.68
987,ASUS,ROG,Intel Corei7-9750H Core i7-9750h 2.6 GHz,"NVIDIA GeForce GTX 1650,GeForce GTX 1650",16 GB,15.6 Inches,1920x1080,1 TB SSD,Windows 10 Home,5.28 Pounds,1099.0
988,Lenovo,Legion 5 Pro,AMD AMD Ryzen 7 5800H R7-5800H 3.2 GHz,AMD Radeon RTX 3070,16 GB,16 Inches,2560 x 1600 pixels,512 GB SSD,Windows 11 Home,10.2 Pounds,1499.99
989,Dell,Vostro 7620 Laptop,Intel Core i7,NVIDIA GeForce RTX 3050,4 GB,16 Inches,1920 x 1200 pixels,128 GB SSD,Windows 11 Pro,4.46 Pounds,1155.39
990,Dell,,,NVIDIA GeForce RTX 3050 Ti,32 GB,15.6 Inches,,1000 GB,Windows 11 Home,,2386.99
991,Dell,XPS,Intel Core I7 11800H 2.3 GHz,NVIDIA GeForce RTX 3050 Ti,16 GB,15.6 Inches,1920 x 1200 pixels,2 TB SSD,Windows 11 Home,4.22 Pounds,2175.99
992,Dell,XPS 9520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050,32 GB,15.6 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,1780.0
993,ASUS,,Intel,NVIDIA GeForce RTX 4060,16 GB,,1920 x 1080 pixels,,No OS,,2949.86
994,Dell,Inspiron 3520 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce MX250,16 GB,15.6 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Pro,8 Pounds,1182.26
995,Dell,Alienware X15 R2 Laptop,Intel Core i9,NVIDIA,16 GB,15.6 Inches,2560 x 1440 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,1990.32
996,MSI,CreatorPro M16 B13VI-845US,Intel Core i7 i7-13700H 3.7 GHz,Intel HD Graphics 400,32 GB,16 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11 Home,5 Pounds,1799.0
997,Alienware,Dell Alienware Area 51M,Intel Unknown 5 GHz,NVIDIA®,32 GB,17.3 Inches,1920 x 1080 pixels,"1512 GB hybrid_drive, SSD",Windows 10,,2495.0
998,GIGABYTE,,,Integrated,16 GB,15.6 Inches,,512 GB,Windows 10 Home,,1999.0
999,Dell,Dell Inspiron 5000,Intel Core i7 Family Intel Core i7-1255U 3.2 GHz,NVIDIA GeForce MX570,32 GB,16 Inches,1920x1200,1 TB SSD,Windows 10 Home,4.12 Pounds,1399.0
1000,Dell,Precision 5470 Laptop,Intel Core i7 3.5 GHz,Nvidia RTX A1000,16 GB,14 Inches,2560x1600,512 GB SSD,Windows 11 Pro,8 Pounds,1883.52
1001,Lenovo,Lenovo Thinkpad,Intel 8032 Core i7-10510U,Intel Iris Xe Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,,Windows 10,4.19 Pounds,993.99
1002,MSI,,Intel Core i7 2.6 GHz,NVIDIA GeForce GTX 1650,8 GB,17.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10,,1199.99
1003,HP,,Intel,Intel,16 GB,15.6 Inches,1920 x 1080 pixels,,Windows 11 Pro,3.9 Pounds,676.5
1004,Dell,Alienware m15 Ryzen Edition R7 Laptop,AMD Ryzen 7 3.3 GHz,NVIDIA GeForce RTX 3060,32 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,2037.24
1005,Dell,Alienware X16 Laptop,Intel Core i7,NVIDIA GeForce RTX 4070,16 GB,16 Inches,1920 x 1200 pixels,2000 GB SSD,Windows 11 Home,8 Pounds,2341.91
1006,Dell,G15 5525 Laptop,AMD Ryzen 7 3.3 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,5.55 Pounds,1054.01
1007,ASUS,,Intel Core i5 2.53 GHz,AMD,4 GB,16 Inches,,500 GB,Windows 7 Home Premium,6.5 Pounds,1099.0
1008,Dell,Vostro 7620 Laptop,Intel Core i7,NVIDIA,4 GB,16 Inches,1920 x 1200 pixels,2000 GB SSD,Windows 10 Home,4.46 Pounds,1369.07
1009,Dell,Dell 5000,Intel Core i7 Family 2.9 GHz,Intel NVIDIA GeForce MX570 Graphics,32 GB,14 Inches,2240x1400,1 TB SSD,Windows 11 Pro,3.42 Pounds,1229.3
1010,Dell,XPS 9530 Laptop,Intel Core i7,NVIDIA GeForce RTX 4050,32 GB,15.6 Inches,3840 x 2160 pixels,4000 GB SSD,Windows 11 Home,8 Pounds,2397.64
1011,Dell,XPS 9530 Laptop,Intel Core i7,NVIDIA GeForce RTX 4070,32 GB,15.6 Inches,1366 x 768 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,2418.18
1012,Dell,XPS 9530 Laptop,Intel Core i7,NVIDIA GeForce RTX 4070,,15.6 Inches,3840 x 2160 pixels,4000 GB SSD,Windows 11 Home,8 Pounds,2795.86
1013,Lenovo,Lenovo Thinkpad,Intel Core i7 99A6W4 1.8 GHz,Intel UHD Graphics,8 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,3.5 Pounds,1379.0
1014,HP,Envy 17T-CH200,Intel Core i7 Family Intel Core i7-1255U 3 GHz,NVIDIA GeForce MX550,32 GB,17.3 Inches,1920 x 1080,4 TB Hybrid,Windows 11 Home,,1879.0
1015,Dell,DELL XPS 15 9520,Intel Core i7 i7-12700H 2.3 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Home,,1847.99
1016,Dell,XPS 9720 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3050,32 GB,17 Inches,3840 x 2160 pixels,2000 GB SSD,Windows 11 Home,8 Pounds,2508.7
1017,HP,17-ck0020nr,Intel Core i7 11800H 4.6 GHz,NVIDIA GeForce RTX 3070,16 GB,17.3 Inches,2560 x 1440,512 GB SSD,Windows 10 Home,,1499.0
1018,Dell,XPS 17 9710,Intel Core i7 2.3 GHz,NVIDIA GeForce RTX 3050,32 GB,17.3 Inches,1920x1200,2 TB,Windows 10 Pro,6 Pounds,2212.99
1019,ASUS,TUF FX507,Intel Core i7 Family Intel Core i7-12700H 2.5 GHz,NVIDIA GeForce RTX 4070,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,,1399.0
1020,Lenovo,,intel core i7-7700hq,"NVIDIA GeForce 940M, NVIDIA GeForce 940MX",16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,4 Pounds,1199.0
1021,Dell,,Intel,NVIDIA GeForce GTX 1650,8 GB,15.6 Inches,1920 x 1080,,Windows 10 Home,,4790.8
1022,DELL,G15 Gaming 5525,AMD Ryzen 5 AMD Ryzen 5 6600H 2.7 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,5.55 Pounds,879.0
1023,DELL,G15 Gaming 5525,AMD Ryzen 5 AMD Ryzen 5 6600H 2.7 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,,879.0
1024,DELL,G15 Gaming 5525,AMD Ryzen 5 AMD Ryzen 5 6600H 2.4 GHz,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,5.55 Pounds,879.0
1025,Dell,G15 5530,Intel Core i7 Family Intel Core i7-13650HX 3.1 GHz,NVIDIA GeForce RTX 4050,32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,6.19 Pounds,1369.0
1026,ASUS,TUF Gaming,AMD AMD Ryzen 7 AMD Ryzen 7 7735HS 3.4 GHz,NVIDIA GeForce RTX 4050,16 GB,17.3 Inches,1920x1080,1 TB SSD,Windows 10 Home,11 Pounds,1659.0
1027,Dell,XPS 9500,Intel Core i7 2.6 GHz,NVIDIA GeForce GTX 1650 Ti,16 GB,15.6 Inches,3840x2400,4000 GB SSD,Windows 10 Pro,8.93 Pounds,5716.85
1028,Dell,Dell Vostro 5000 5301 i7,Intel Core i7 i7-1165G7 1.2 GHz,NVIDIA GeForce MX350 2GB Graphics Dedicated,8 GB,13.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10,2.36 Pounds,1495.21
1029,ASUS,ROG Strix SCAR 15,AMD Ryzen 9 AMD Ryzen 9 5900HX 2.6 GHz,NVIDIA GeForce RTX 3080,32 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Home,5.07 Pounds,2249.0
1030,Dell,G15 Gaming 5525,AMD Ryzen 5 AMD Ryzen 5 6600H 2.6 GHz,NVIDIA GeForce RTX 3050,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,5.55 Pounds,979.0
1031,Dell,Alienware m17 Ryzen Edition R5 Laptop,AMD Ryzen 7,NVIDIA,,17.3 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Home,,2598.74
1032,acer,Nitro 17,AMD Ryzen 7 AMD Ryzen 7 7840HS 3 GHz,NVIDIA GeForce RTX 4060,64 GB,17.3 Inches,2560 x 1600,4 TB SSD,Windows 10 Pro,,2149.0
1033,ASUS,Antique,AMD Core i5 Core i5-11260H 2.6 GHz,NVIDIA GeForce RTX 3050 Ti,8 GB,17.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,,996.0
