,Brand,CPU Name,CPU Mark,GPU Name,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,OS,Weight,Price
2050,MSI,Intel Core i5 1240P,17329.0,Intel Iris Xe,2690.0,13.4,1920,1200,16.0,512.0,Windows 11,1.7,958.91
2051,Lenovo,Intel Core i7 1260P,17229.0,Intel Iris Xe,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,2.22,1424.24
2052,Lenovo,Intel Core i9 13900HX,44977.0,GeForce RTX 4080,34635.0,16.0,2560,1600,32.0,1024.0,Windows 11,2.61,2866.79
2053,Asus,Intel Core i9 13900H,29690.0,Intel Iris Plus,1818.0,16.0,1920,1200,16.0,1024.0,Windows 11,1.72,999.99
2054,Lenovo,Intel Core i7 8565U   1.80GHz,6136.0,Intel HD Graphics 620,926.0,13.3,1920,1080,16.0,256.0,Windows 10,1.32,979.99
2055,Dell,Intel Core i7 12800H,24971.0,Intel Arc,4253.0,14.0,1920,1080,8.0,512.0,Windows 10,1.38,771.53
2056,Dell,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,1.5,399.99
2057,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3050 Ti Laptop GPU,10181.0,16.0,1920,1200,32.0,512.0,Windows 11,1.58,1099.99
2058,MSI,Intel Core i7 12650H,23276.0,GeForce RTX 4060,19560.0,15.6,1920,1080,32.0,4096.0,Windows 11,2.27,1689.0
2059,HP,Intel Celeron N3350   1.10GHz,1108.0,Intel HD Graphics 620,926.0,14.0,1366,768,4.0,32.0,Chrome OS,1.77,267.0
2060,Dell,Intel Core i9 12900H,28523.0,RTX A2000,13772.0,17.0,3840,2160,64.0,1024.0,Windows 11,2.8,3049.0
2061,Dell,Intel Core i7 13700H,28003.0,GeForce RTX 2050,7320.0,15.6,1920,1200,64.0,1000.0,Windows 11,3.64,2010.36
2062,Lenovo,Intel Core i7 12700H,26423.0,GeForce RTX 2050,7320.0,16.0,1920,1200,16.0,512.0,Windows 10,1.33,1479.0
2063,HP,Intel Celeron 1.70GHz,101.0,Intel Arc,4253.0,11.6,1366,768,4.0,128.0,ChromeOS,1.14,154.89
2064,Dell,Intel Core i7 11800H   2.30GHz,20753.0,Quadro 2000 D,1239.0,15.6,1920,1020,32.0,1024.0,Windows 11,2.09,1985.74
2065,Asus,Intel Celeron N4020   1.10GHz,1556.0,Intel UHD Graphics 600,324.0,11.6,1366,768,4.0,64.0,Windows 10,0.0,249.99
2066,HP,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,14.0,1920,1080,8.0,1024.0,Windows 10,1.77,679.79
2067,HP,Intel Core i5 1335U,16980.0,Intel Iris Xe,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.5,1675.99
2068,Dell,AMD Ryzen 7 3750H,8185.0,GeForce RTX 3060,17089.0,15.6,1920,1080,16.0,1000.0,Windows 11,2.52,1417.2
2069,Lenovo,Intel Core i5 3337U   1.80GHz,2100.0,Intel HD Graphics 620,926.0,13.3,1600,900,8.0,128.0,Windows 8.1,1.77,824.99
2070,Dell,Intel Core i7 1365U,15451.0,Intel Iris Xe,2690.0,14.0,1920,1200,32.0,1024.0,Windows 11,2.75,1550.0
2071,Dell,Intel Core i7 640M   2.80GHz,2059.0,Intel UHD Graphics 620,1042.0,13.3,1920,1080,8.0,512.0,Windows 10,1.18,713.87
2072,HP,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,14.0,1920,1080,8.0,1024.0,Windows 10,1.77,679.79
2073,Dell,Intel Core i5 1155G7   2.50GHz,10280.0,Intel Iris Xe,2690.0,13.3,1920,1080,8.0,256.0,Windows 11,1.85,598.96
2074,Lenovo,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,15.6,1920,1080,8.0,256.0,Windows 10,1.77,377.79
2075,Dell,Intel Core i7 5500U   2.40GHz,2777.0,Intel HD Graphics 620,926.0,13.3,3840,2160,8.0,256.0,Windows 8,1.27,799.0
2076,HP,Intel Celeron N3050   1.60GHz,592.0,Intel UHD Graphics,1476.0,11.6,1366,768,8.0,64.0,Chrome OS,1.42,311.48
2077,Lenovo,Intel Core i7 1260P,17229.0,Intel Iris Xe,2690.0,16.0,2560,1600,16.0,1024.0,Windows 10,1.99,1259.0
2078,HP,Intel Core i9 13900HX,44977.0,GeForce RTX 4090,38874.0,17.3,2560,1440,32.0,1024.0,Windows 11,3.22,3699.0
2079,Acer,AMD Ryzen 5 5625U,15084.0,GeForce RTX 3050,12961.0,15.6,1920,1080,16.0,2048.0,Windows 11,2.14,949.0
2080,Dell,Intel Core i5 2310   2.90GHz,3642.0,Intel UHD Graphics,1476.0,15.6,1920,1080,16.0,256.0,Windows 10,1.59,882.41
2081,Lenovo,Intel Core i7 4558U   2.80GHz,3052.0,Intel UHD Graphics,1476.0,14.0,1920,1080,16.0,256.0,Windows 10,0.45,529.19
2082,HP,Intel Core i7 12800H,24971.0,Intel Iris Xe,2690.0,17.3,1920,1080,32.0,1024.0,Windows 11,2.55,1449.0
2083,Acer,Intel Core i5 1035G1   1.00GHz,7460.0,Intel UHD Graphics,1476.0,14.0,1920,1080,8.0,256.0,Windows 10,3.05,982.73
2084,HP,AMD Ryzen 3 3200U,3828.0,Radeon Vega 3,891.0,14.0,1366,768,8.0,256.0,Windows 11,1.53,519.0
2085,Dell,Intel Core i7 13700TE,27933.0,Intel Iris Xe,2690.0,13.3,1920,1200,16.0,512.0,Windows 11,1.12,1908.54
2086,Dell,Intel Celeron 1.70GHz,101.0,Intel UHD Graphics,1476.0,15.6,1366,768,8.0,128.0,Windows 10,1.77,378.0
2087,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.22,594.79
2088,Lenovo,Intel Core i7 1260P,17229.0,Intel Iris Xe,2690.0,13.3,2560,1600,16.0,512.0,Windows 11,1.32,899.0
2089,Lenovo,AMD Ryzen 5 4500U,10999.0,Radeon Pro Vega 64,12984.0,14.0,1920,1080,12.0,256.0,Windows 10,1.77,729.99
2090,Dell,Intel Core i5 1035G1   1.00GHz,7460.0,Intel UHD Graphics,1476.0,15.6,1920,1080,8.0,256.0,Windows 10,2.64,519.0
2091,Dell,Intel Core i7 13700H,28003.0,Intel Iris Xe,2690.0,16.0,2560,1600,32.0,1024.0,Windows 11,2.93,1439.0
2092,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,14.0,1920,1080,16.0,1024.0,Windows 11,2.54,749.79
2093,Dell,Intel Core i3 4030U   1.90GHz,1876.0,Intel HD Graphics 620,926.0,15.6,1366,768,4.0,500.0,Windows 8,2.73,399.88
2094,HP,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,15.6,1366,768,8.0,512.0,Windows 10,1.77,599.79
2095,Asus,Intel Core i9 13900H,29690.0,GeForce RTX 4060,19560.0,14.5,2880,1800,32.0,1024.0,Windows 11,1.75,2299.99
2096,Dell,Intel Core i5 3317U   1.70GHz,2010.0,Intel UHD Graphics,1476.0,14.0,1920,1080,16.0,1000.0,Windows 10,1.48,805.02
2097,Acer,AMD Ryzen 7 3700U,7186.0,Radeon Vega 10 Mobile,1481.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.93,589.99
2098,Lenovo,Intel Core i5 13500H,23284.0,GeForce GTX 1650,7868.0,15.6,1920,1080,32.0,1024.0,Windows 10,1.72,1185.0
2099,Dell,Intel Core i7 12650H,23276.0,Intel UHD Graphics,1476.0,13.3,1920,1080,16.0,256.0,Windows 11,1.14,750.74
2100,Acer,Intel Core i7 12700H,26423.0,GeForce RTX 3070,22459.0,15.6,2560,1440,16.0,1024.0,Windows 11,2.6,1029.99
2101,Acer,Intel Core i7 12800H,24971.0,GeForce RTX 3050 Ti Laptop GPU,10181.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.45,1239.0
2102,Lenovo,Intel Core i7 12700H,26423.0,Intel HD Graphics 620,926.0,16.0,1366,768,32.0,1024.0,Windows 10,1.98,2499.99
2103,HP,Intel Core i3 1210U,10641.0,Intel UHD Graphics,1476.0,14.0,1920,1080,8.0,64.0,Google Chrome,1.74,559.99
2104,Dell,Intel Core i5 3317U   1.70GHz,2010.0,Intel Arc,4253.0,14.0,1920,1080,16.0,256.0,Windows 10,3.64,727.64
2105,Dell,Intel Core i7 13700H,28003.0,Intel Arc A730M,8274.0,15.6,1920,1200,64.0,4096.0,Windows 10,1.91,2409.0
2106,Dell,Intel 2.80GHz,341.0,GeForce GTX 1060,10075.0,15.6,1920,1080,8.0,256.0,Windows 10,2.65,999.0
2107,Acer,AMD Ryzen 5 7520U,9475.0,256MB DDR Radeon 9800 XT,37.0,15.6,1920,1080,8.0,512.0,Windows 10,2.02,684.99
2108,Lenovo,Intel Core i3 1215U,11027.0,Intel UHD Graphics,1476.0,14.0,1920,1200,8.0,256.0,Windows 11,1.03,415.0
2109,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,15.6,1920,1200,16.0,1000.0,Windows 11,3.64,1904.93
2110,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,15.6,1920,1200,16.0,512.0,Windows 11,3.64,1847.99
2111,MSI,Intel Core i9 13950HX,44905.0,GeForce RTX 4060,19560.0,13.3,1920,1200,64.0,512.0,Windows 11,1.7,1999.0
2112,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,17.3,1600,900,32.0,512.0,Windows 11,2.68,688.79
2113,HP,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Xe,2690.0,15.6,1920,1080,64.0,2048.0,Windows 11,2.04,942.0
2114,Asus,Intel Core i9 12900H,28523.0,GeForce RTX 3070 Ti,23757.0,15.6,2560,1440,32.0,2048.0,Windows 10,2.3,2369.0
2115,XAMMUE,Intel Core i7 1260P,17229.0,Intel HD Graphics 620,926.0,13.0,2160,1440,16.0,1024.0,Windows 11,3.02,1219.99
2117,HP,AMD Ryzen 9 PRO 7940HS,27909.0,Radeon 780M,7108.0,14.0,1920,1200,32.0,512.0,Windows 11,1.41,1889.29
2118,Lenovo,Intel N50,2350.0,Intel Arc,4253.0,14.0,1920,1080,8.0,256.0,ChromeOS,2.36,913.99
2119,Dell,Intel Core i7 870   2.93GHz,3122.0,GeForce RTX 3050,12961.0,17.0,1920,1200,32.0,1024.0,Windows 11,2.32,1754.36
2120,Asus,AMD Ryzen 3 3250U,3855.0,Radeon Vega 3,891.0,15.6,1920,1080,8.0,256.0,Windows 10,1.88,562.0
2121,Dell,Intel Core i3 3217U   1.80GHz,1218.0,Intel UHD Graphics,1476.0,15.6,1920,1080,64.0,2000.0,Windows 11,1.73,779.64
2122,Lenovo,Intel Core i5 12450H,17441.0,Intel Iris Xe,2690.0,14.0,1920,1200,16.0,1024.0,Windows 11,1.5,899.99
2123,Microsoft,Intel Core i5 12500TE,14501.0,Intel Iris Xe,2690.0,12.4,1536,1024,8.0,256.0,Windows 11,0.75,894.0
2124,Asus,Intel Core i9 13900H,29690.0,GeForce RTX 2050,7320.0,16.0,1920,1200,48.0,1024.0,Windows 11,2.35,1789.0
2125,Lenovo,Intel Core i7 1065G7   1.30GHz,8407.0,Intel HD Graphics 620,926.0,15.6,1920,1080,8.0,256.0,Windows 10,1.77,869.99
2126,HP,Intel Core i5 1335U,16980.0,Intel Iris Xe,2690.0,17.3,1920,1080,32.0,512.0,Windows 11,1.52,757.79
2127,Lenovo,Intel Core i5 1155G7   2.50GHz,10280.0,Intel Iris Xe,2690.0,15.6,1920,1080,8.0,512.0,Windows 11,2.42,624.99
2128,Lenovo,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,14.0,2880,1800,16.0,1024.0,Windows 11,1.98,1349.0
2129,Acer,Intel Core i7 1195G7   2.90GHz,11045.0,Intel Iris Xe,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,669.99
2130,Dell,Intel Core i7 1370P,21088.0,Intel Iris Xe,2690.0,14.0,1920,1080,32.0,512.0,Windows 11,1.2,1714.95
2131,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.38,1659.0
2132,HP,Intel Core i7 4600U   2.10GHz,2703.0,Intel Arc,4253.0,14.0,1366,768,8.0,120.0,Windows 10,1.8,257.98
2133,MSI,AMD Ryzen 5 7530U,16506.0,Ryzen 5 4500U with Radeon Graphics,1817.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.55,699.0
2135,Dell,Intel Core i7 13650HX,32140.0,GeForce RTX 2050,7320.0,15.6,1920,1080,24.0,1024.0,Windows 10,1.62,1319.0
2136,Acer,AMD Ryzen 5 5625U,15084.0,GeForce RTX 3050,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,2.15,769.0
2137,Acer,Intel Core i5 10300H   2.50GHz,8473.0,GeForce RTX 3050,12961.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.32,1229.0
2138,Apple,Intel Core i7 5650U   2.20GHz,3014.0,Intel HD Graphics 620,926.0,13.3,1440,900,8.0,256.0,OS X 10.10 Yosemite,1.36,330.0
2139,Dell,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,16.0,1920,1200,8.0,512.0,Windows 11,1.77,535.0
2140,Lenovo,AMD Ryzen 7 7730U,18825.0,Ryzen 3 4300G with Radeon Graphics,2040.0,16.0,1920,1200,24.0,1024.0,Windows 11,1.81,1149.0
2141,Lenovo,Intel Core i9 13900HX,44977.0,GeForce RTX 4070,26876.0,16.0,2560,1600,64.0,2048.0,Windows 11,2.55,2699.0
2142,MSI,AMD Ryzen 7 7735HS,24268.0,GeForce RTX 4060,19560.0,17.3,1920,1080,32.0,1024.0,Windows 11,3.85,1499.0
2143,Lenovo,Intel Core i7 9750H   2.60GHz,10936.0,GeForce RTX 2060,14124.0,17.3,1920,1080,16.0,1024.0,Windows 10,0.45,2079.74
2144,HP,Intel Core i7 1255U,13775.0,Intel Iris Xe,2690.0,14.0,1920,1200,16.0,256.0,Windows 11,1.36,1583.99
2145,Acer,Intel Celeron N4020   1.10GHz,1556.0,Intel UHD Graphics 600,324.0,15.6,1366,768,4.0,64.0,Chrome OS,1.77,219.99
2146,Lenovo,Intel Core i5 1155G7   2.50GHz,10280.0,Intel Iris Xe,2690.0,15.6,1920,1080,40.0,1024.0,Windows 10,2.32,1049.99
2147,LG,Intel Core i7 1360P,19333.0,Intel Iris Xe,2690.0,15.6,1920,1200,16.0,512.0,Windows 11,1.14,1171.99
2148,Dell,Intel Core i5 12600H,23062.0,Intel UHD Graphics,1476.0,14.0,1920,1080,16.0,512.0,Windows 11,3.64,1270.49
2149,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel HD Graphics 620,926.0,15.6,1920,1080,16.0,512.0,Windows 10,1.77,524.78
2150,Dell,Intel Core i5 1335U,16980.0,Intel HD Graphics 620,926.0,14.0,1920,1080,8.0,256.0,Windows 11,1.76,1081.8
2151,HP,Intel Core i3 1005G1   1.20GHz,4982.0,Intel UHD Graphics,1476.0,15.6,1920,1080,16.0,256.0,Windows 10,2.22,479.79
2152,Samsung,Intel Core i9 13900H,29690.0,Intel Arc,4253.0,16.0,2880,1800,32.0,1024.0,Windows 11,1.18,3251.99
2153,Lenovo,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,15.6,2560,1440,32.0,1024.0,Windows 11,2.41,1969.0
2154,LG,Intel Core i7 12800H,24971.0,Intel Iris Xe,2690.0,16.0,2560,1600,16.0,512.0,Windows 11,1.48,1199.0
2155,Dell,Intel Core i7 11800H   2.30GHz,20753.0,Quadro FX 350,85.0,17.0,1920,1200,32.0,1024.0,Windows 11,2.09,1946.99
2156,HP,Intel Core i3 1115G4   3.00GHz,6132.0,Intel UHD Graphics,1476.0,15.6,1920,1080,16.0,1024.0,Windows 10,1.77,599.79
2157,Lenovo,AMD Ryzen 7 4800H,18658.0,GeForce GTX 1660,11706.0,17.3,1920,1080,32.0,1024.0,Windows 10,1.88,1079.99
2158,Asus,AMD Ryzen 7 6800H,23656.0,Radeon R7E,564.0,17.3,2560,1440,16.0,512.0,Windows 11,2.5,1499.99
2159,MSI,Intel Core i5 1155G7   2.50GHz,10280.0,Intel Iris Xe,2690.0,14.0,1920,1080,8.0,512.0,Windows 11,2.0,391.4
2160,HP,Intel Celeron N4120   1.10GHz,2527.0,Intel UHD Graphics 600,324.0,14.0,1920,1200,4.0,64.0,Chrome OS,1.73,384.0
2161,Dell,Intel Core i9 13980HX,48083.0,GeForce RTX 3070 Ti,23757.0,15.6,2560,1440,48.0,2000.0,Windows 10,3.64,2010.18
2162,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3050,12961.0,15.6,3840,2160,32.0,512.0,Windows 11,3.64,2197.83
2163,Acer,AMD Ryzen 5 3500U,6978.0,Ryzen 3 4300G with Radeon Graphics,2040.0,15.6,1920,1080,12.0,512.0,Windows 11,1.94,619.0
2164,Lenovo,Intel Core i5 4300M   2.60GHz,2991.0,Intel UHD Graphics,1476.0,14.0,1366,768,16.0,500.0,Windows 10,2.25,234.98
2165,Lenovo,Intel Core i7 1355U,15287.0,Intel Iris Xe,2690.0,16.0,1920,1200,16.0,512.0,Windows 11,1.45,1294.99
2166,HP,Intel Core i3 1115G4   3.00GHz,6132.0,Intel HD Graphics 620,926.0,17.3,1920,1080,8.0,1024.0,Windows 11,2.68,565.79
2167,MSI,Intel Core i9 13900H,29690.0,GeForce RTX 4070,26876.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.25,1899.0
2168,Acer,Intel Core i5 13500H,23284.0,GeForce GTX 1050,5051.0,15.6,1920,1080,12.0,256.0,Windows 10,1.63,856.99
2169,HP,Intel Core i7 1355U,15287.0,GeForce MX550,4601.0,15.6,1920,1080,64.0,1024.0,Windows 11,0.45,1267.99
2170,Lenovo,AMD Athlon 300U,3942.0,Radeon Vega 3,891.0,15.6,1366,768,12.0,256.0,Windows 11,1.72,295.99
2171,Dell,AMD Ryzen 7 3750H,8185.0,GeForce RTX 3080,25351.0,17.3,1920,1080,64.0,2000.0,Windows 11,3.64,2598.74
2172,Dell,Intel Core i7 1355U,15287.0,Intel Iris Xe,2690.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.41,1089.0
2173,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3070 Ti,23757.0,17.3,2560,1440,16.0,1000.0,Windows 11,3.64,2814.29
2174,HP,AMD Ryzen 7 PRO 5875U,16282.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,15.6,1920,1080,16.0,512.0,Windows 10,2.04,875.34
2175,Asus,AMD Ryzen 7 4800H,18658.0,GeForce RTX 3060,17089.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.62,1099.99
2176,Lenovo,Intel Core i7 1185G7   3.00GHz,10552.0,Quadro P500,1602.0,14.0,1920,1080,32.0,1024.0,Windows 11,1.47,1339.0
2177,Lenovo,Intel Core i7 1355U,15287.0,Intel Iris Xe,2690.0,16.0,1920,1200,16.0,2048.0,Windows 11,1.91,1279.0
2178,Lenovo,Intel Core i7 1185G7   3.00GHz,10552.0,Quadro T1000,6608.0,14.0,1920,1080,48.0,2048.0,Windows 11,3.64,1539.0
2179,Dell,AMD Ryzen 5 3450U,6734.0,Radeon Vega 8,1585.0,15.6,1920,1080,8.0,256.0,Windows 10,2.0,398.0
2180,MSI,Intel Core i5 1155G7   2.50GHz,10280.0,Intel Iris Xe,2690.0,14.0,1920,1080,8.0,512.0,Windows 11,1.7,588.78
2182,Best Notebooks,Intel Core i7 11850HE   2.60GHz,16409.0,GeForce RTX 3060,17089.0,16.0,3840,2400,64.0,2048.0,Windows 11,1.82,3299.0
2183,Asus,Intel Core i7 12700H,26423.0,GeForce RTX 4070,26876.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.22,1599.99
2184,Dell,AMD Ryzen 7 1700,14812.0,Radeon RX 7600,16129.0,16.0,2560,1600,16.0,1000.0,Windows 11,3.64,1837.68
2185,Dell,Intel Core i5 1245U,13481.0,Intel HD Graphics 620,926.0,13.3,1920,1080,16.0,256.0,Windows 11,3.74,667.15
2186,Asus,Intel Core i3 1215U,11027.0,Intel UHD Graphics,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,1.7,459.0
2187,Asus,Intel Core i3 1215U,11027.0,Intel UHD Graphics,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,1.77,459.99
2189,Acer,Intel Core i7 11370H   3.30GHz,11757.0,Intel Arc,4253.0,16.1,1920,1080,16.0,512.0,Windows 10,1.73,782.61
2190,Lenovo,Intel Core i7 10750H   2.60GHz,12012.0,GeForce GTX 1660 Ti,12956.0,15.6,1920,1080,8.0,512.0,Windows 10,1.56,1148.99
2191,Asus,AMD Ryzen 9 6900HS,23896.0,GeForce RTX 3060,17089.0,15.6,2560,1440,24.0,2048.0,Windows 11,1.9,1879.0
2192,HP,Intel Core i5 1135G7   2.40GHz,9891.0,Intel Iris Xe,2690.0,17.3,1920,1080,32.0,1024.0,Windows 10,1.77,789.97
2193,Lenovo,Intel Xeon E5 2630   2.30GHz,6167.0,Intel HD Graphics 620,926.0,14.0,1920,1080,16.0,256.0,Windows 10,1.77,801.99
2195,MSI,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,15.6,2560,1600,32.0,1024.0,Windows 10,2.73,1649.0
2197,Asus,Intel Core i7 10750H   2.60GHz,12012.0,GeForce GTX 1650 Ti,7576.0,15.6,1920,1080,8.0,512.0,Windows 10,2.41,979.0
2198,HP,AMD Ryzen 5 5500U,13144.0,Radeon Pro Vega 64,12984.0,17.3,1920,1080,8.0,1024.0,Windows 10,2.22,699.79
2199,Asus,Intel Core i9 13900H,29690.0,GeForce RTX 4060,19560.0,14.5,2880,1800,16.0,1024.0,Windows 11,1.65,1899.99
2200,Acer,Intel Core i7 1355U,15287.0,Intel Iris Xe,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.25,649.99
2201,Asus,Intel Core i7 13700H,28003.0,GeForce RTX 2050,7320.0,14.0,1920,1200,16.0,1024.0,Windows 11,1.4,1080.33
2202,Asus,Intel Core2 Duo T6500   2.10GHz,739.0,Mobility Radeon HD 5470,236.0,15.6,1366,768,4.0,500.0,Windows 7,0.55,499.0
2203,Lenovo,AMD Ryzen 5 7530U,16506.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,14.0,1920,1200,16.0,256.0,Windows 11,1.6,788.2
2204,Lenovo,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Xe,2690.0,15.6,1920,1080,16.0,512.0,Windows 10,1.7,1199.99
2205,Acer,AMD Ryzen 5 5625U,15084.0,GeForce RTX 3050,12961.0,15.6,1920,1080,8.0,512.0,Windows 10,2.71,729.0
2206,Lenovo,Intel Core i7 1165G7   2.80GHz,10346.0,Intel HD Graphics 620,926.0,14.0,1920,1080,16.0,4096.0,Windows 10,1.77,1899.99
2207,Lenovo,Qualcomm Snapdragon 810,1316.0,Qualcomm Adreno 690 GPU,972.0,13.3,1920,1200,16.0,256.0,Windows 11,0.45,649.93
2208,Dell,Intel Core i5 1155G7   2.50GHz,10280.0,Intel Iris Xe,2690.0,15.6,1920,1080,8.0,256.0,Windows 11,2.98,519.0
2209,Asus,Intel Core i5 11400H   2.70GHz,15826.0,GeForce RTX 3050,12961.0,17.3,1920,1800,16.0,512.0,Windows 11,2.6,1089.0
2210,Dell,Intel Core i7 12650H,23276.0,Intel UHD Graphics,1476.0,13.4,1920,1200,16.0,1000.0,Windows 11,1.18,1556.42
2211,HP,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,15.6,1366,768,8.0,256.0,Windows 10,1.77,579.79
2212,Acer,Intel Core i3 1005G1   1.20GHz,4982.0,Intel HD Graphics 620,926.0,15.6,1920,1080,8.0,512.0,Windows 10,2.22,596.99
2213,Acer,Intel Core i5 10300H   2.50GHz,8473.0,GeForce RTX 3050,12961.0,15.6,1920,1080,8.0,512.0,Windows 11,1.68,929.0
2214,HP,Intel Core i7 1365U,15451.0,Intel Iris Xe,2690.0,13.3,1920,1200,16.0,512.0,Windows 11,1.68,1943.73
2215,Dell,Intel Core i5 1145G7   2.60GHz,9970.0,Intel HD Graphics 620,926.0,14.0,1920,1080,32.0,1024.0,Windows 11,1.82,875.0
2216,Asus,AMD Ryzen 7 6800H,23656.0,GeForce RTX 3050 Ti Laptop GPU,10181.0,15.6,1920,1080,8.0,512.0,Windows 11,1.47,979.99
2217,Samsung,Intel Core i7 1360P,19333.0,Intel Iris Xe,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.56,1449.99
2218,MSI,Intel Core i7 12650H,23276.0,GeForce RTX 3080,25351.0,17.3,1920,1080,16.0,1024.0,Windows 11,2.9,2650.64
2219,Lenovo,Intel Core i7 12650H,23276.0,GeForce GTX 1660,11706.0,15.6,1920,1080,64.0,1024.0,Windows 10,2.45,1099.0
2220,Asus,Intel Core i7 13620H,26454.0,GeForce RTX 3050,12961.0,15.6,1920,1080,16.0,512.0,Windows 10,1.82,1149.99
2221,Dell,Intel Core i7 4560U   1.60GHz,2950.0,GeForce RTX 3080,25351.0,17.3,1920,1080,16.0,256.0,Windows 10,3.2,2223.06
2222,Dell,Intel Core i7 12700H,26423.0,GeForce RTX 3050,12961.0,16.0,3072,1920,24.0,2048.0,Windows 11,1.89,1619.0
2223,Lenovo,AMD 3015Ce,2094.0,Radeon Ryzen 5 4600GE with Radeon Graphics,1792.0,14.0,1920,1080,4.0,32.0,Chrome OS,2.35,394.99
2224,Acer,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060,17089.0,16.0,2560,1600,64.0,4096.0,Windows 11,2.43,2039.0
2225,HP,Intel Core i7 1165G7   2.80GHz,10346.0,Intel Iris Xe,2690.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.77,835.0
2226,MSI,Intel Core i7 12650H,23276.0,GeForce RTX 4050 Laptop GPU,14691.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.22,1325.0
2227,Lenovo,Intel Core i5 12400T,16226.0,Intel HD Graphics 620,926.0,14.0,1920,1080,8.0,256.0,Windows 10,1.92,1499.99
2228,MSI,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,16.0,2560,1600,32.0,1024.0,Windows 11,2.45,1699.0
2229,Lenovo,Intel Core i7 12700H,26423.0,GeForce RTX 3060,17089.0,15.6,2560,1440,32.0,1024.0,Windows 11,2.41,1969.0
2230,Lenovo,Intel Core i5 1235U,13554.0,Intel Iris Xe,2690.0,16.0,2560,1600,8.0,256.0,Chrome OS,2.07,710.99
2231,Dell,Intel Core i7 13705H,23728.0,GeForce RTX 3060,17089.0,14.0,1920,1080,32.0,1000.0,Windows 11,3.64,2430.72
2232,Acer,Intel Core i7 11800H   2.30GHz,20753.0,GeForce RTX 3060,17089.0,16.0,2560,1600,16.0,512.0,Windows 10,2.4,1699.99
2233,Acer,Intel N50,2350.0,Intel Iris Xe,2690.0,15.6,1920,1080,8.0,512.0,Windows 11,2.57,699.99
2234,Lenovo,Intel Core i7 1260P,17229.0,Intel Iris Xe,2690.0,16.0,1920,1200,16.0,512.0,Windows 10,1.54,1299.99
2235,Dell,Intel Core i7 1185G7   3.00GHz,10552.0,Intel Iris Xe,2690.0,14.0,1920,1080,32.0,512.0,Windows 11,1.92,999.99
2236,Lenovo,Intel Core i9 12950HX,32933.0,Intel UHD Graphics,1476.0,16.0,3840,2400,16.0,128.0,Windows 10,1.79,4994.5
