Brand,CPU Mark,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,OS,Weight,Price
Dell,13554.0,2690.0,16.0,1920,1200,16.0,512.0,Windows 11,1.24,809.0
MSI,23276.0,7320.0,15.6,1920,1080,24.0,1024.0,Windows 11,1.64,1369.0
Acer,8473.0,12961.0,15.6,1920,1080,16.0,512.0,Windows 11,2.3,1119.0
Microsoft,14043.0,1971.0,13.5,2256,1504,16.0,512.0,Windows 10,1.3,1835.05
Dell,26423.0,17089.0,17.0,3840,2400,64.0,4096.0,Windows 11,2.43,2803.22
HP,18825.0,2040.0,17.3,1920,1080,12.0,512.0,Windows 11,2.09,649.49
Acer,9475.0,240.0,15.6,1920,1080,16.0,1024.0,Windows 10,1.78,559.99
HP,13144.0,1792.0,17.3,1920,1080,16.0,512.0,Windows 10,2.1,599.0
Acer,20753.0,17089.0,16.0,2560,1600,16.0,1024.0,Windows 10,2.56,1549.0
Lenovo,6132.0,1476.0,15.6,1920,1080,4.0,256.0,Windows 11,0.97,555.0
Dell,13775.0,2690.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.06,1199.0
Lenovo,32744.0,13772.0,16.0,2560,1600,16.0,512.0,Windows 11,2.68,1911.29
Dell,23062.0,1476.0,13.3,1920,1080,16.0,512.0,Windows 10,1.13,764.6
Lenovo,3240.0,10181.0,15.6,1920,1080,8.0,256.0,Windows 10,1.77,317.0
Other,2003.0,1476.0,11.6,1366,768,4.0,64.0,Other,1.84,281.53
Dell,6226.0,1476.0,14.0,1920,1080,16.0,256.0,Windows 10,2.73,685.0
HP,8407.0,1818.0,15.6,1920,1080,16.0,512.0,Windows 10,4.34,775.0
Microsoft,9891.0,926.0,13.0,2880,1920,8.0,128.0,Windows 10,0.89,1376.99
HP,13554.0,2690.0,17.3,1600,900,8.0,512.0,Windows 11,2.68,719.99
HP,7460.0,926.0,15.6,1920,1080,32.0,512.0,Windows 10,2.22,629.79
Lenovo,13446.0,1792.0,14.0,1920,1080,8.0,512.0,Windows 10,1.65,549.99
HP,3310.0,324.0,11.6,1366,768,8.0,32.0,Windows 10,1.34,322.5
Lenovo,11027.0,926.0,14.0,1920,1080,4.0,128.0,Windows 11,1.61,350.0
Dell,15451.0,926.0,13.3,1920,1080,16.0,256.0,Windows 11,0.77,1736.54
Dell,26423.0,17089.0,17.0,3840,2400,64.0,2048.0,Windows 11,2.43,2730.61
Acer,13554.0,2690.0,15.6,1920,1080,8.0,512.0,Windows 11,1.77,709.0
HP,13775.0,2690.0,15.6,1920,1080,64.0,1024.0,Windows 11,1.77,956.0
HP,2595.0,369.0,14.0,1366,768,4.0,64.0,Other,1.5,250.0
MSI,20753.0,12961.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.86,1000.99
Microsoft,5931.0,926.0,15.6,1920,1080,16.0,256.0,Windows 10,2.16,1299.0
Dell,26454.0,7320.0,16.0,2560,1600,16.0,512.0,Windows 11,3.64,1291.93
Apple,15398.0,2152.0,15.3,2880,1864,24.0,512.0,Windows 10,1.5,1899.0
Lenovo,10346.0,2690.0,13.3,1920,1200,16.0,1024.0,Windows 11,1.79,999.99
Acer,26423.0,17089.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.5,1509.0
HP,1316.0,124.0,11.6,1366,768,8.0,64.0,Windows 10,1.27,505.95
HP,11325.0,240.0,13.3,1920,1080,8.0,256.0,Windows 10,1.45,821.95
Asus,2003.0,1476.0,15.6,1920,1080,4.0,64.0,Other,1.77,353.99
MSI,23276.0,7320.0,15.6,1920,1080,16.0,512.0,Windows 10,3.0,1209.0
Lenovo,20247.0,2690.0,16.0,2560,1600,16.0,512.0,Windows 10,2.05,854.99
MSI,17229.0,12961.0,14.0,1920,1080,16.0,512.0,Windows 11,2.11,879.99
Lenovo,6132.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 10,1.46,509.0
Dell,13251.0,926.0,15.6,1366,768,8.0,256.0,Windows 11,1.81,724.87
Asus,4982.0,1476.0,15.6,1366,768,8.0,256.0,Windows 11,1.7,796.0
Dell,12802.0,1476.0,16.0,1920,1200,16.0,512.0,Windows 11,1.86,649.9
MSI,24971.0,17089.0,15.6,1920,1080,32.0,1024.0,Windows 10,2.86,1199.99
Lenovo,10346.0,2690.0,13.3,1920,1080,16.0,512.0,Windows 10,0.72,1054.16
Other,2736.0,324.0,13.1,1024,768,16.0,1024.0,Windows 10,3.59,599.99
Asus,21525.0,926.0,13.4,1920,1200,16.0,512.0,Windows 11,1.12,879.99
Lenovo,24556.0,7108.0,14.0,1920,1200,16.0,512.0,Windows 11,1.74,1277.42
Lenovo,13144.0,1792.0,15.6,1920,1080,8.0,256.0,Windows 11,1.8,565.58
Dell,12421.0,19560.0,15.6,1366,768,32.0,2000.0,Windows 11,3.64,2169.45
Dell,21493.0,1476.0,14.0,1920,1080,16.0,512.0,Windows 11,1.39,1176.54
Lenovo,10641.0,926.0,15.6,1920,1080,8.0,512.0,Windows 10,2.68,729.99
Apple,35380.0,10018.0,14.2,3024,1964,96.0,1024.0,Windows 10,1.6,3999.0
MSI,17441.0,12961.0,15.6,1920,1080,8.0,1024.0,Windows 10,2.43,1009.99
HP,28003.0,22064.0,16.0,3840,2400,32.0,1024.0,Windows 10,1.77,3018.56
HP,17229.0,4253.0,15.6,1920,1080,32.0,1000.0,Windows 11,1.82,949.99
Acer,24971.0,10181.0,15.6,1920,1080,16.0,512.0,Windows 11,2.6,966.79
HP,21088.0,2690.0,16.0,1920,1200,64.0,1024.0,Windows 10,1.61,1699.0
MSI,26454.0,19560.0,17.3,1920,1080,64.0,4096.0,Windows 11,2.6,2099.6
Dell,26423.0,23757.0,15.6,2560,1440,16.0,512.0,Windows 11,2.68,1599.0
Dell,18462.0,2040.0,14.0,1920,1200,32.0,1024.0,Windows 11,2.25,879.0
Dell,23728.0,23757.0,17.3,1920,1080,16.0,2000.0,Windows 11,3.64,3099.47
Lenovo,34115.0,19560.0,16.0,2560,1600,16.0,2048.0,Windows 11,2.55,2329.0
MSI,23276.0,19560.0,15.6,1920,1080,64.0,2048.0,Windows 11,2.22,1399.99
HP,9891.0,926.0,17.3,1920,1080,8.0,256.0,Windows 11,2.22,729.79
HP,2947.0,2690.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.77,899.99
Dell,21088.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.06,1572.95
Lenovo,10641.0,926.0,13.3,1920,1080,16.0,256.0,Windows 10,1.77,939.99
HP,9891.0,2690.0,15.6,1366,768,8.0,512.0,Windows 11,1.77,579.79
HP,10346.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,952.78
Acer,21133.0,17089.0,15.6,1920,1080,16.0,1024.0,Windows 10,4.85,1099.49
Lenovo,10999.0,1476.0,14.0,1920,1080,16.0,256.0,Windows 10,1.65,612.0
Dell,9891.0,2690.0,15.6,1920,1080,12.0,256.0,Windows 11,1.77,525.0
Acer,3310.0,1476.0,15.6,1920,1080,4.0,32.0,Other,2.0,319.99
Dell,17229.0,4601.0,16.0,3840,2400,32.0,512.0,Windows 11,1.79,1049.99
Lenovo,17329.0,2690.0,13.3,1920,1200,8.0,256.0,Windows 10,1.31,549.0
MSI,23276.0,7320.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.85,1369.0
Dell,18462.0,4601.0,15.6,1920,1080,24.0,1024.0,Windows 10,2.35,1099.0
Apple,15398.0,2152.0,15.3,2880,1864,16.0,1024.0,Windows 10,1.5,1899.0
Dell,29690.0,26876.0,16.0,2560,1600,32.0,1000.0,Windows 11,3.64,1710.79
Acer,17329.0,12961.0,15.6,1920,1080,32.0,2048.0,Windows 10,2.1,1029.0
Dell,11877.0,6608.0,14.0,1920,1080,16.0,512.0,Windows 10,2.09,849.99
Apple,15398.0,2152.0,15.3,2880,1864,8.0,256.0,Windows 10,1.5,1099.0
Dell,23728.0,12961.0,15.6,1920,1200,32.0,512.0,Windows 11,3.64,1916.13
Lenovo,10999.0,12984.0,14.0,1920,1080,12.0,256.0,Windows 10,1.77,729.99
Lenovo,13144.0,2186.0,15.6,1920,1080,12.0,512.0,Windows 11,1.77,757.99
Dell,13775.0,926.0,15.6,1920,1080,16.0,512.0,Windows 11,1.77,814.99
Dell,16980.0,2690.0,14.0,1920,1080,16.0,512.0,Windows 11,1.2,1492.99
Acer,9891.0,2690.0,14.0,1920,1080,8.0,512.0,Windows 10,1.76,802.77
HP,7460.0,926.0,15.6,1920,1080,16.0,512.0,Windows 10,2.22,618.79
HP,17229.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.22,949.99
MSI,26423.0,22459.0,17.3,1920,1800,32.0,1024.0,Windows 11,2.82,1495.0
LG,19333.0,2690.0,16.0,2560,1600,32.0,2048.0,Windows 11,1.2,1899.94
Dell,9891.0,1476.0,15.6,1920,1080,8.0,256.0,Windows 11,2.08,439.99
Acer,17441.0,12961.0,17.3,1920,1080,32.0,1024.0,Windows 10,2.23,1299.0
HP,13144.0,12984.0,15.6,1920,1080,8.0,512.0,Windows 11,1.77,567.79
Dell,34115.0,26876.0,16.0,2560,1600,16.0,2048.0,Windows 10,2.72,2269.0
HP,26364.0,7108.0,15.6,1920,1080,32.0,1024.0,Windows 10,1.96,1775.95
Dell,24971.0,1476.0,15.6,1920,1080,16.0,512.0,Windows 11,3.64,1097.24
MSI,17441.0,7320.0,15.6,1920,1080,16.0,512.0,Windows 11,2.0,687.09
Asus,9947.0,15507.0,15.6,1920,1080,8.0,256.0,Windows 10,1.77,2134.99
HP,34115.0,19560.0,16.1,2560,1440,32.0,2048.0,Windows 11,1.72,1979.0
Dell,9891.0,1476.0,15.6,1920,1080,32.0,512.0,Windows 11,1.99,531.79
HP,10346.0,2690.0,15.6,1920,1080,16.0,1024.0,Windows 10,2.01,909.0
Asus,23284.0,7868.0,15.6,1920,1080,8.0,512.0,Windows 11,1.65,920.99
HP,9491.0,1476.0,15.6,1366,768,4.0,128.0,Windows 10,1.77,499.78
Microsoft,27476.0,19560.0,14.4,2400,1600,64.0,1024.0,Windows 11,1.98,3199.99
Lenovo,13481.0,1476.0,14.0,1920,1080,8.0,256.0,Windows 11,1.08,919.68
Dell,26423.0,12961.0,16.0,3072,1920,16.0,512.0,Windows 11,2.05,1389.0
Dell,13554.0,2690.0,23.8,1920,1080,16.0,1024.0,Windows 11,2.07,949.0
HP,3451.0,1476.0,12.5,1366,768,8.0,1000.0,Windows 10,1.27,322.98
MSI,23276.0,19560.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.25,1313.43
Lenovo,21133.0,7661.0,16.0,2560,1600,16.0,512.0,Windows 11,4.64,1499.99
HP,10346.0,2690.0,15.6,1920,1080,8.0,1024.0,Windows 11,2.0,750.0
Lenovo,13775.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,1.57,1968.99
Lenovo,10346.0,2690.0,13.3,2560,1600,16.0,512.0,Windows 10,1.62,1099.99
Lenovo,10641.0,1476.0,15.6,1920,1080,8.0,512.0,Windows 10,2.3,792.99
Dell,23276.0,7576.0,17.0,1920,1200,32.0,2048.0,Windows 10,2.51,2862.08
Acer,10936.0,14124.0,15.6,1920,1080,16.0,512.0,Windows 10,2.5,1256.0
Asus,12012.0,16181.0,17.3,1920,1080,16.0,512.0,Windows 10,2.85,1582.24
Dell,26454.0,1476.0,14.0,1920,1080,32.0,512.0,Windows 11,1.23,1285.51
HP,13554.0,2690.0,14.0,1366,768,8.0,256.0,Windows 11,1.51,599.99
HP,24556.0,7108.0,14.0,1920,1200,16.0,512.0,Windows 10,1.33,1589.13
Apple,35380.0,13357.0,14.2,3024,1964,64.0,1024.0,Windows 10,1.6,3899.0
Lenovo,19333.0,6992.0,14.0,1920,1200,16.0,512.0,Windows 11,2.21,1597.73
HP,16980.0,2690.0,13.3,1920,1200,16.0,256.0,Windows 11,2.27,1199.0
Dell,21088.0,1940.0,14.0,1920,1080,32.0,512.0,Windows 11,1.77,2028.91
Other,28003.0,19560.0,15.6,2560,1440,16.0,1024.0,Windows 11,2.25,1399.0
Apple,23805.0,3013.0,14.2,3024,1964,18.0,2048.0,Windows 10,1.6,2599.0
Apple,15398.0,2152.0,15.3,2880,1864,16.0,512.0,Windows 10,1.5,1499.0
Acer,6132.0,1476.0,14.0,1920,1080,8.0,128.0,Other,1.37,739.99
Dell,13775.0,2690.0,14.0,1920,1080,64.0,1024.0,Windows 11,2.29,999.99
Acer,3942.0,1476.0,14.0,1920,1080,4.0,128.0,Windows 10,2.27,299.99
Apple,23805.0,3013.0,14.2,3024,1964,18.0,4096.0,Windows 10,1.6,3199.0
Lenovo,34115.0,15478.0,16.0,2560,1600,32.0,1024.0,Windows 11,1.41,3307.09
HP,19333.0,1971.0,16.0,1920,1200,32.0,512.0,Windows 10,1.76,1599.0
HP,13775.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,1.28,799.99
Dell,23728.0,12961.0,15.6,3840,2160,16.0,1000.0,Windows 11,3.64,2142.39
Lenovo,32744.0,13772.0,16.0,3840,2400,64.0,8192.0,Windows 10,2.95,2849.0
Lenovo,21088.0,22064.0,14.0,2880,1800,64.0,1024.0,Windows 10,1.34,2657.79
Lenovo,34115.0,19560.0,16.0,2560,1600,16.0,512.0,Windows 11,0.74,1249.99
Dell,15735.0,19868.0,17.3,1920,1080,32.0,1000.0,Windows 11,3.64,1731.99
HP,11027.0,2690.0,14.0,1920,1080,8.0,256.0,Windows 11,1.77,409.99
Lenovo,15287.0,2690.0,16.0,1920,1200,16.0,1024.0,Windows 11,1.89,699.99
Asus,28523.0,23757.0,15.6,2560,1440,64.0,2048.0,Windows 11,2.3,2619.0
Lenovo,18753.0,1476.0,16.0,1920,1200,16.0,512.0,Windows 11,1.82,997.0
Dell,17229.0,2690.0,16.0,1920,1200,16.0,1024.0,Windows 11,1.98,899.99
Microsoft,13775.0,2690.0,13.0,2880,1920,32.0,1024.0,Windows 11,0.88,1799.99
Lenovo,1655.0,1476.0,14.0,1920,1080,20.0,1024.0,Windows 11,1.5,399.0
Dell,12421.0,26876.0,15.6,1366,768,16.0,512.0,Windows 11,3.64,2530.21
Lenovo,8473.0,7868.0,15.6,1920,1080,8.0,512.0,Windows 11,2.25,829.0
Lenovo,9072.0,1792.0,15.6,1920,1080,8.0,256.0,Windows 11,1.85,328.0
Microsoft,14043.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 10,1.56,1923.99
Asus,24268.0,7320.0,17.3,1920,1080,16.0,1024.0,Windows 10,5.0,1659.0
Asus,21133.0,37.0,17.3,1920,1080,24.0,512.0,Windows 10,2.16,989.99
Lenovo,13775.0,2690.0,15.6,1920,1080,16.0,512.0,Windows 11,2.82,819.0
HP,23656.0,13676.0,16.1,1920,1080,16.0,1024.0,Windows 11,2.41,1289.99
LG,20247.0,1971.0,15.6,1920,1080,8.0,256.0,Windows 10,1.14,1299.0
HP,26423.0,12961.0,16.1,1920,1080,32.0,1024.0,Windows 11,2.41,1559.0
HP,26423.0,17089.0,17.3,1920,1080,16.0,512.0,Windows 11,2.82,1416.51
Asus,28003.0,2690.0,14.5,2880,1800,16.0,512.0,Windows 11,1.55,889.49
Acer,21525.0,10181.0,15.6,1920,1080,16.0,512.0,Windows 11,2.68,899.79
MSI,26454.0,26876.0,15.6,1920,1080,16.0,1024.0,Windows 11,4.05,1352.08
Dell,9891.0,2690.0,15.6,1920,1080,12.0,256.0,Windows 11,1.78,475.0
Lenovo,17329.0,2690.0,13.3,2560,1600,8.0,256.0,Windows 10,0.58,647.55
HP,2527.0,324.0,14.0,1366,768,8.0,64.0,Windows 11,1.45,289.0
Acer,3828.0,1792.0,15.6,1920,1080,16.0,256.0,Windows 10,1.77,487.56
MSI,23276.0,19560.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.0,1149.99
Dell,27476.0,1344.0,14.0,1920,1200,32.0,512.0,Windows 11,1.19,2407.99
Dell,12421.0,4253.0,13.3,1920,1080,16.0,256.0,Windows 11,3.64,1222.82
Acer,9891.0,2690.0,15.6,1920,1080,20.0,512.0,Windows 11,1.91,689.0
Apple,23805.0,6010.0,14.2,3024,1964,36.0,512.0,Windows 10,1.6,2599.0
Acer,15853.0,2040.0,14.0,1920,1080,8.0,64.0,Windows 10,1.18,583.0
Dell,27476.0,1344.0,16.0,1920,1200,32.0,512.0,Windows 11,1.6,2902.46
HP,10346.0,2690.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.9,899.99
Apple,23805.0,3013.0,14.2,3024,1964,36.0,512.0,Windows 10,1.6,2399.0
Acer,21525.0,17089.0,15.6,1920,1080,16.0,512.0,Windows 11,2.5,1169.0
Dell,13554.0,1476.0,15.6,1920,1080,12.0,512.0,Windows 11,2.52,459.0
HP,15287.0,1971.0,15.6,1920,1080,8.0,512.0,Windows 10,1.74,1989.312760603882
MSI,17441.0,14691.0,15.6,1920,1080,32.0,2048.0,Windows 11,2.22,1049.99
HP,15451.0,4822.0,16.0,1920,1200,32.0,1024.0,Windows 11,1.72,1673.85
Lenovo,16980.0,1971.0,14.0,1920,1200,16.0,256.0,Windows 10,1.41,872.45
Dell,3928.0,13772.0,16.0,1920,1200,64.0,2000.0,Windows 11,2.61,2218.36
Lenovo,17329.0,2690.0,16.0,2560,1600,8.0,1024.0,Windows 11,1.65,798.99
Lenovo,20851.0,1792.0,14.0,1920,1200,16.0,512.0,Windows 11,2.33,1499.0
Acer,23284.0,7868.0,15.6,1920,1080,24.0,512.0,Windows 10,2.68,1096.78
Asus,8686.0,1792.0,14.0,1920,1200,8.0,512.0,Other,1.82,422.99
HP,28523.0,17089.0,16.1,2560,1440,32.0,1024.0,Windows 11,1.36,1599.0
HP,9475.0,2040.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.09,589.0
HP,1556.0,324.0,15.6,1920,1080,4.0,128.0,Windows 10,1.84,337.99
HP,18435.0,7320.0,15.6,1920,1080,32.0,1024.0,Windows 11,2.68,789.99
Dell,2010.0,1042.0,14.0,1366,768,16.0,512.0,Windows 10,1.59,776.16
Dell,21493.0,926.0,14.0,1920,1080,16.0,256.0,Windows 11,1.5,1378.21
Apple,35380.0,10018.0,14.2,3024,1964,96.0,512.0,Windows 10,1.6,3799.0
Acer,4982.0,926.0,15.6,1920,1080,8.0,256.0,Windows 10,2.22,499.99
Other,1988.0,324.0,11.6,1366,768,4.0,32.0,Other,1.18,149.0
Lenovo,28003.0,7320.0,15.6,1920,1080,16.0,512.0,Windows 10,2.41,1349.0
Apple,18877.0,2152.0,14.2,3024,1964,24.0,2048.0,Windows 10,1.5,2599.0
HP,3108.0,1476.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.69,465.0
MSI,7646.0,11706.0,15.6,1920,1080,8.0,512.0,Windows 10,1.86,849.0
Asus,29690.0,19560.0,16.0,1920,1200,16.0,512.0,Windows 11,1.8,1299.99
Dell,12421.0,7320.0,16.0,2560,1600,16.0,1000.0,Windows 11,1.85,1258.39
Asus,2003.0,1476.0,14.0,1366,768,8.0,64.0,Other,1.77,382.99
MSI,23276.0,19560.0,15.6,1920,1080,16.0,1024.0,Windows 11,1.99,1259.0
HP,19333.0,1476.0,16.0,1920,1200,16.0,512.0,Windows 10,1.7,1599.0
MSI,23276.0,12961.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.86,999.0
MSI,28003.0,13772.0,16.0,2560,1600,32.0,1024.0,Windows 11,3.5,1798.95
Dell,3642.0,1476.0,15.6,1920,1080,16.0,256.0,Windows 10,1.59,882.41
Dell,23062.0,1476.0,14.0,1920,1080,16.0,512.0,Windows 11,3.64,1270.49
Asus,4982.0,1476.0,15.6,1920,1080,8.0,128.0,Windows 10,1.7,329.0
Asus,8686.0,1792.0,14.0,1920,1200,8.0,1024.0,Other,1.8,449.99
Other,28003.0,19560.0,16.0,2560,1600,16.0,1024.0,Windows 10,2.6,1599.0
Acer,11027.0,2690.0,15.6,1920,1080,8.0,256.0,Other,2.55,499.99
Acer,4982.0,926.0,15.6,1920,1080,8.0,128.0,Windows 10,1.64,511.78
Asus,6132.0,1476.0,14.0,1366,768,8.0,1024.0,Windows 11,1.73,499.0
Lenovo,9891.0,2690.0,13.3,1920,1200,16.0,512.0,Windows 11,2.51,894.99
HP,16980.0,1476.0,14.0,1920,1080,16.0,256.0,Windows 11,1.76,941.99
Lenovo,28003.0,4253.0,16.0,1920,1200,16.0,1024.0,Windows 11,3.64,858.95
Dell,3642.0,1476.0,14.0,1920,1080,64.0,512.0,Windows 11,1.53,922.92
Dell,28003.0,7320.0,15.6,1920,1200,16.0,1024.0,Windows 10,1.9,2022.0
Dell,13775.0,6020.0,16.0,1920,1200,32.0,1024.0,Windows 11,1.86,1439.99
Asus,8488.0,1042.0,15.6,1920,1080,16.0,512.0,Windows 10,1.72,1319.99
HP,9891.0,926.0,15.6,1920,1080,8.0,256.0,Windows 11,1.77,679.69
Lenovo,24556.0,7108.0,16.0,1920,1200,16.0,512.0,Windows 11,1.71,1221.56
Lenovo,9173.0,926.0,13.5,2256,1504,16.0,512.0,Windows 11,1.16,1176.99
HP,182.0,324.0,14.0,1366,768,4.0,64.0,Other,1.55,199.0
MSI,28523.0,17089.0,17.3,1920,1080,64.0,4096.0,Windows 11,2.9,2549.0
MSI,23276.0,14691.0,15.6,1920,1080,16.0,1024.0,Windows 11,2.22,1149.99
Dell,30440.0,21775.0,17.0,1920,1080,64.0,512.0,Windows 11,3.64,3498.77
HP,26423.0,8274.0,16.0,2560,1600,16.0,512.0,Windows 11,2.35,1609.99
Microsoft,9970.0,2690.0,13.5,2256,1504,8.0,512.0,Windows 10,1.27,1381.99
HP,16980.0,2690.0,14.0,1920,1200,16.0,256.0,Windows 11,2.99,1399.99
Lenovo,16752.0,1792.0,16.0,1920,1200,32.0,1024.0,Windows 11,2.5,1642.97
Lenovo,28003.0,1971.0,16.0,1920,1200,32.0,1024.0,Windows 10,2.2,2223.5
Apple,23805.0,6010.0,14.2,3024,1964,36.0,2048.0,Windows 10,1.6,3199.0
Lenovo,15451.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,2.54,2249.99
Dell,16980.0,1971.0,15.6,1920,1080,16.0,512.0,Windows 10,1.61,1199.0
HP,2736.0,1476.0,11.6,1366,768,8.0,128.0,Windows 10,1.41,229.98
Acer,17441.0,12961.0,17.3,1920,1080,64.0,2048.0,Windows 10,3.0,1529.0
MSI,28003.0,2690.0,14.0,1920,1200,32.0,1024.0,Windows 11,1.6,1456.5
Lenovo,7460.0,1476.0,14.0,1920,1080,16.0,128.0,Windows 10,1.65,630.99
Lenovo,10346.0,926.0,14.0,1920,1080,16.0,256.0,Windows 10,1.73,1124.99
HP,16506.0,1476.0,17.3,1600,900,16.0,1024.0,Windows 11,1.81,739.99
Dell,23728.0,17089.0,17.3,1920,1080,16.0,2000.0,Windows 11,3.64,2265.8
Lenovo,9891.0,926.0,14.0,1920,1080,8.0,256.0,Windows 10,1.37,813.0
Lenovo,16980.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.41,871.48
HP,1176.0,1476.0,14.0,1366,768,16.0,128.0,Windows 10,2.0,246.98
Acer,5641.0,1476.0,11.6,1366,768,4.0,32.0,Other,1.14,412.99
HP,21088.0,1971.0,16.0,1920,1200,16.0,512.0,Windows 10,1.73,2049.99
Lenovo,13554.0,926.0,15.6,1920,1080,8.0,256.0,Windows 10,2.68,848.0
Asus,5897.0,1042.0,14.0,1920,1080,8.0,512.0,Windows 10,3.76,1779.99
Lenovo,8473.0,7868.0,15.6,1920,1080,32.0,1536.0,Windows 11,2.27,1099.0
Apple,18877.0,2152.0,14.2,3024,1964,8.0,1024.0,Windows 10,1.5,1799.0
Lenovo,15348.0,1971.0,14.0,1920,1200,16.0,512.0,Windows 10,1.32,1662.12
Lenovo,13554.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 10,1.5,799.0
MSI,28003.0,2690.0,16.0,2560,1600,32.0,1024.0,Windows 11,1.9,1562.42
Lenovo,12421.0,2106.0,15.6,1920,1080,16.0,512.0,Windows 10,1.51,1699.99
LG,19333.0,1971.0,15.6,1920,1080,16.0,512.0,Windows 10,0.99,1296.99
Lenovo,17229.0,2690.0,14.0,1920,1200,16.0,512.0,Windows 11,2.22,1424.24
Dell,24971.0,2690.0,15.6,1920,1080,32.0,1024.0,Windows 11,1.73,1229.99
Dell,21493.0,926.0,15.6,1920,1080,16.0,256.0,Windows 11,1.81,759.99
Asus,9891.0,2690.0,15.6,1920,1080,16.0,512.0,Other,2.82,699.99
Dell,14043.0,2690.0,14.0,1920,1200,16.0,256.0,Windows 10,1.77,1049.0
HP,27933.0,2690.0,16.0,1920,1200,16.0,512.0,Windows 11,1.76,1599.99
Dell,15084.0,1792.0,14.0,1920,1200,16.0,512.0,Windows 11,2.19,599.99
HP,9891.0,926.0,15.6,1920,1080,16.0,1024.0,Windows 10,1.77,578.79
Acer,24268.0,26876.0,16.0,2560,1600,64.0,2048.0,Windows 11,2.22,1549.99
LG,19333.0,12961.0,16.0,2560,1600,32.0,2048.0,Windows 10,1.3,1549.0
Asus,1108.0,926.0,15.6,1366,768,4.0,64.0,Other,1.41,283.7
MSI,24971.0,12961.0,15.6,1920,1080,32.0,1024.0,Windows 11,3.58,1299.99
Dell,7460.0,926.0,15.6,1920,1080,16.0,256.0,Windows 11,1.77,566.79
Lenovo,16506.0,1792.0,15.6,1920,1080,8.0,512.0,Windows 11,2.11,399.99
LG,20247.0,1971.0,15.6,1920,1080,8.0,256.0,Windows 10,1.14,1199.0
Microsoft,9891.0,2690.0,13.5,1920,1080,8.0,512.0,Windows 11,2.0,809.99
Lenovo,10641.0,926.0,15.6,1920,1080,20.0,256.0,Windows 10,2.68,594.79
Lenovo,15084.0,240.0,17.3,1920,1080,8.0,512.0,Windows 11,2.04,609.99
HP,101.0,926.0,14.0,1366,768,4.0,32.0,Other,1.63,298.0
Asus,29690.0,7320.0,16.0,1920,1200,32.0,1024.0,Windows 10,1.8,1659.0
Asus,26423.0,17089.0,16.0,1920,1200,16.0,512.0,Windows 11,1.36,1714.0
Lenovo,13775.0,4253.0,16.0,2560,1600,16.0,512.0,Windows 11,2.09,774.99
Dell,10641.0,2690.0,13.3,1920,1080,8.0,256.0,Windows 11,1.35,913.56
Dell,21493.0,1476.0,15.6,1920,1080,16.0,256.0,Windows 11,1.61,1121.95
Lenovo,5197.0,1742.0,15.6,1920,1080,4.0,128.0,Windows 11,1.68,339.99
HP,18462.0,240.0,14.0,1920,1080,16.0,512.0,Windows 10,1.54,1063.95
Acer,17229.0,12961.0,14.0,2240,1440,16.0,1024.0,Windows 11,1.41,1299.99
LG,15084.0,1792.0,14.0,1920,1200,8.0,512.0,Windows 11,1.88,639.99
HP,9891.0,926.0,15.6,1920,1080,8.0,256.0,Windows 11,1.77,496.69
HP,13554.0,2690.0,14.0,1920,1080,32.0,1024.0,Windows 11,1.38,849.0
HP,6132.0,926.0,17.3,1920,1080,8.0,1024.0,Windows 11,2.68,565.79
HP,13554.0,2690.0,15.6,1920,1080,8.0,256.0,Windows 10,1.74,629.95
HP,28003.0,2690.0,17.3,1920,1080,16.0,1024.0,Windows 10,2.0,1439.0
Microsoft,14501.0,2690.0,12.4,1536,1024,8.0,128.0,Windows 10,1.35,813.99
Asus,10936.0,7868.0,15.6,1920,1080,8.0,512.0,Windows 10,2.41,999.0
Asus,5897.0,1042.0,15.6,1920,1080,4.0,128.0,Windows 10,3.05,324.37
HP,17229.0,4253.0,15.6,1920,1080,32.0,1000.0,Windows 11,1.83,949.99
Acer,16162.0,12961.0,15.6,1920,1080,8.0,512.0,Windows 10,2.2,899.0
HP,11027.0,1476.0,15.6,1366,768,8.0,256.0,Windows 11,2.17,425.0
